model	variant	arm	seq	past	round	pass	l1_ms	l2_ms	l05_ms	reg	ctas_per_sm	grid	block	task_smem	occupancy_smem	static_smem	regs_per_sm	smem_per_sm	threads_per_sm	l1_reg	l05_reg	l1_ctas	l2_ctas	min_blocks	warp_size	l05_spill_stores	l05_spill_loads	l1_spill_stores	l1_spill_loads	l2_spill_stores	l2_spill_loads	f40_ctas	f40_binding	variant_stages	task_refs	waits	max_worker_task_refs	cold	warmup	repeat	execution_index
gqa2	base	full	4	3	27	1	0.399392	0.443328	0.395936	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	77
gqa2	base	full	4	3	28	1	0.398336	0.443584	0.396288	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	78
gqa2	base	full	4	3	29	1	0.399552	0.443392	0.396288	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	79
gqa2	base	full	4	3	30	1	0.399200	0.443232	0.395200	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	80
gqa2	base	full	4	3	31	1	0.400384	0.442368	0.396064	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	81
gqa2	base	full	4	3	32	1	0.398336	0.441504	0.395264	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	82
gqa2	base	full	4	3	33	1	0.400608	0.443392	0.395264	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	83
gqa2	base	full	4	3	34	1	0.398464	0.442176	0.396288	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	84
gqa2	base	full	4	3	35	1	0.399520	0.443392	0.395456	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	85
gqa2	base	full	4	3	36	1	0.400352	0.443392	0.396288	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	86
gqa2	base	full	4	3	37	1	0.398336	0.445088	0.395072	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	87
gqa2	base	full	4	3	38	1	0.398528	0.443392	0.395264	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	88
gqa2	base	full	4	3	39	1	0.400416	0.443136	0.396096	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	89
gqa2	base	full	4	3	40	1	0.400384	0.442272	0.395456	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	90
gqa2	base	full	4	3	41	1	0.399360	0.442272	0.395264	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	91
gqa2	base	full	4	3	42	1	0.400384	0.441664	0.395264	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	92
gqa2	base	full	4	3	43	1	0.400384	0.441344	0.396288	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	93
gqa2	base	full	4	3	44	1	0.401120	0.443392	0.396096	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	94
gqa2	base	full	4	3	45	1	0.399520	0.443136	0.395968	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	95
gqa2	base	full	4	3	46	1	0.399552	0.442368	0.395648	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	96
gqa2	base	full	4	3	47	1	0.400384	0.442176	0.395264	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	97
gqa2	base	full	4	3	48	1	0.400384	0.443360	0.395584	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	98
gqa2	base	full	4	3	49	1	0.400608	0.443392	0.396288	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	99
gqa2	base	full	16	3	0	1	0.408576	0.452608	0.403456	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	100
gqa2	base	full	16	3	1	1	0.407744	0.450656	0.402432	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	101
gqa2	base	full	16	3	2	1	0.406304	0.450560	0.403456	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	102
gqa2	base	full	16	3	3	1	0.407712	0.449568	0.403456	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	103
gqa2	base	full	16	3	4	1	0.405728	0.451584	0.403712	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	104
gqa2	base	full	16	3	5	1	0.407552	0.452608	0.402432	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	105
gqa2	base	full	16	3	6	1	0.405696	0.450528	0.403456	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	106
gqa2	base	full	16	3	7	1	0.406688	0.450560	0.403392	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	107
gqa2	base	full	16	3	8	1	0.406272	0.450304	0.403264	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	108
gqa2	base	full	16	3	9	1	0.406592	0.450752	0.402784	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	109
gqa2	base	full	16	3	10	1	0.405504	0.450592	0.403232	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	110
gqa2	base	full	16	3	11	1	0.406528	0.451360	0.402432	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	111
gqa2	base	full	16	3	12	1	0.405696	0.450560	0.402368	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	112
gqa2	base	full	16	3	13	1	0.406720	0.450624	0.403616	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	113
gqa2	base	full	16	3	14	1	0.407456	0.450560	0.403456	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	114
gqa2	base	full	16	3	15	1	0.406528	0.451552	0.403200	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	115
gqa2	base	full	16	3	16	1	0.405376	0.451648	0.403168	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	116
gqa2	base	full	16	3	17	1	0.406528	0.449536	0.403456	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	117
gqa2	base	full	16	3	18	1	0.407552	0.450912	0.403680	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	118
gqa2	base	full	16	3	19	1	0.405664	0.451584	0.404320	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	119
gqa2	base	full	16	3	20	1	0.407552	0.451904	0.403456	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	120
gqa2	base	full	16	3	21	1	0.407744	0.453344	0.403584	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	121
gqa2	base	full	16	3	22	1	0.406336	0.450560	0.402432	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	122
gqa2	base	full	16	3	23	1	0.408416	0.450496	0.403296	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	123
gqa2	base	full	16	3	24	1	0.405504	0.450560	0.402176	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	124
gqa2	base	full	16	3	25	1	0.405696	0.450560	0.403456	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	125
gqa2	base	full	16	3	26	1	0.406528	0.451904	0.403456	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	126
gqa2	base	full	16	3	27	1	0.406528	0.450240	0.404320	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	127
gqa2	base	full	16	3	28	1	0.405696	0.450720	0.404256	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	128
gqa2	base	full	16	3	29	1	0.405408	0.450496	0.403264	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	129
gqa2	base	full	16	3	30	1	0.406528	0.449568	0.402432	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	130
gqa2	base	full	16	3	31	1	0.405504	0.452320	0.402368	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	608	2156	30	0	5	11	131
