model	variant	arm	seq	past	round	pass	l1_ms	l2_ms	l05_ms	reg	ctas_per_sm	grid	block	task_smem	occupancy_smem	static_smem	regs_per_sm	smem_per_sm	threads_per_sm	l1_reg	l05_reg	l1_ctas	l2_ctas	min_blocks	warp_size	l05_spill_stores	l05_spill_loads	l1_spill_stores	l1_spill_loads	l2_spill_stores	l2_spill_loads	f40_ctas	f40_binding	variant_stages	task_refs	waits	max_worker_task_refs	cold	warmup	repeat	execution_index
gqa2	base	full	1	3	2	1	0.398528	0.437248	0.391296	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	10
gqa2	base	nowait	1	3	2	0	0.395360	0.415744	0.393216	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	11
gqa2	base	l1nosync	1	3	3	0	0.361472	0.441216	0.393152	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	12
gqa2	base	full	1	3	3	1	0.397312	0.439296	0.392416	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	13
gqa2	base	nowait	1	3	3	0	0.398528	0.416768	0.393152	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	14
gqa2	base	neither	1	3	3	0	0.400352	0.350176	0.393216	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	15
gqa2	base	full	1	3	4	1	0.398112	0.439296	0.394976	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	16
gqa2	base	nowait	1	3	4	0	0.397472	0.414496	0.391872	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	17
gqa2	base	neither	1	3	4	0	0.397472	0.351232	0.392192	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	18
gqa2	base	l1nosync	1	3	4	0	0.360416	0.438272	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	19
gqa2	base	nowait	1	3	5	0	0.398496	0.417792	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	20
gqa2	base	neither	1	3	5	0	0.394464	0.351136	0.393024	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	21
gqa2	base	l1nosync	1	3	5	0	0.360448	0.440256	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	22
gqa2	base	full	1	3	5	1	0.396288	0.439296	0.392320	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	23
gqa2	base	neither	1	3	6	0	0.398336	0.350208	0.393216	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	24
gqa2	base	l1nosync	1	3	6	0	0.359424	0.440320	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	25
gqa2	base	full	1	3	6	1	0.399296	0.438400	0.392224	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	26
gqa2	base	nowait	1	3	6	0	0.397536	0.416768	0.391968	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	27
gqa2	base	l1nosync	1	3	7	0	0.360160	0.438272	0.392928	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	28
gqa2	base	full	1	3	7	1	0.397312	0.440320	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	29
gqa2	base	nowait	1	3	7	0	0.399520	0.415744	0.393216	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	30
gqa2	base	neither	1	3	7	0	0.398048	0.350400	0.394240	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	31
gqa2	base	full	1	3	8	1	0.396288	0.438272	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	32
gqa2	base	nowait	1	3	8	0	0.398528	0.414720	0.393216	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	33
gqa2	base	neither	1	3	8	0	0.397312	0.352256	0.392160	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	34
gqa2	base	l1nosync	1	3	8	0	0.360672	0.441344	0.393120	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	35
gqa2	base	nowait	1	3	9	0	0.400544	0.417792	0.393120	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	36
gqa2	base	neither	1	3	9	0	0.399360	0.350112	0.392192	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	37
gqa2	base	l1nosync	1	3	9	0	0.361472	0.438080	0.391168	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	38
gqa2	base	full	1	3	9	1	0.397504	0.440352	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	39
gqa2	base	neither	1	3	10	0	0.398336	0.348160	0.392192	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	40
gqa2	base	l1nosync	1	3	10	0	0.363424	0.435200	0.391520	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	41
gqa2	base	full	1	3	10	1	0.398336	0.437248	0.391168	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	42
gqa2	base	nowait	1	3	10	0	0.397312	0.414976	0.393216	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	43
gqa2	base	l1nosync	1	3	11	0	0.360448	0.439008	0.391904	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	44
gqa2	base	full	1	3	11	1	0.397120	0.438272	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	45
gqa2	base	nowait	1	3	11	0	0.395136	0.415776	0.392128	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	46
gqa2	base	neither	1	3	11	0	0.398336	0.351232	0.392192	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	47
gqa2	base	full	1	3	12	1	0.397536	0.439296	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	48
gqa2	base	nowait	1	3	12	0	0.397312	0.415680	0.392384	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	49
gqa2	base	neither	1	3	12	0	0.397312	0.348992	0.392192	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	50
gqa2	base	l1nosync	1	3	12	0	0.360448	0.438272	0.391968	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	51
gqa2	base	nowait	1	3	13	0	0.394496	0.415744	0.392992	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	52
gqa2	base	neither	1	3	13	0	0.399360	0.350208	0.392480	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	53
gqa2	base	l1nosync	1	3	13	0	0.359776	0.437248	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	54
gqa2	base	full	1	3	13	1	0.399552	0.439264	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	55
gqa2	base	neither	1	3	14	0	0.395488	0.349408	0.392192	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	56
gqa2	base	l1nosync	1	3	14	0	0.360256	0.439104	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	57
gqa2	base	full	1	3	14	1	0.397184	0.438272	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	58
gqa2	base	nowait	1	3	14	0	0.394496	0.416576	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	59
gqa2	base	l1nosync	1	3	15	0	0.361312	0.441056	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	60
gqa2	base	full	1	3	15	1	0.397568	0.439296	0.393216	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	61
gqa2	base	nowait	1	3	15	0	0.396544	0.415744	0.393536	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	62
gqa2	base	neither	1	3	15	0	0.398336	0.349056	0.392384	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	63
gqa2	base	full	1	3	16	1	0.399424	0.440320	0.391168	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	64
gqa2	base	nowait	1	3	16	0	0.398016	0.415744	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	65
gqa2	base	neither	1	3	16	0	0.399360	0.350208	0.392192	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	66
gqa2	base	l1nosync	1	3	16	0	0.359424	0.437248	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	67
gqa2	base	nowait	1	3	17	0	0.399520	0.414720	0.393184	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	68
gqa2	base	neither	1	3	17	0	0.399488	0.350208	0.392192	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	69
gqa2	base	l1nosync	1	3	17	0	0.361120	0.437248	0.391168	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	70
gqa2	base	full	1	3	17	1	0.398528	0.440288	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	71
gqa2	base	neither	1	3	18	0	0.397312	0.350080	0.392896	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	72
gqa2	base	l1nosync	1	3	18	0	0.361472	0.437248	0.392928	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	73
gqa2	base	full	1	3	18	1	0.398400	0.439296	0.393216	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	74
gqa2	base	nowait	1	3	18	0	0.399296	0.417792	0.393216	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	75
gqa2	base	l1nosync	1	3	19	0	0.362496	0.438272	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	76
gqa2	base	full	1	3	19	1	0.398176	0.437248	0.391168	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	77
gqa2	base	nowait	1	3	19	0	0.396288	0.414560	0.393216	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	78
gqa2	base	neither	1	3	19	0	0.398528	0.350208	0.392192	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	79
gqa2	base	full	1	3	20	1	0.395264	0.438272	0.393216	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	80
gqa2	base	nowait	1	3	20	0	0.398336	0.417696	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	81
gqa2	base	neither	1	3	20	0	0.396512	0.351232	0.394048	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	82
gqa2	base	l1nosync	1	3	20	0	0.363520	0.438272	0.392224	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	83
gqa2	base	nowait	1	3	21	0	0.395488	0.415648	0.393216	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	84
gqa2	base	neither	1	3	21	0	0.398400	0.350208	0.392192	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	85
gqa2	base	l1nosync	1	3	21	0	0.362336	0.441344	0.393216	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	86
gqa2	base	full	1	3	21	1	0.396288	0.440384	0.393216	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	87
gqa2	base	neither	1	3	22	0	0.400384	0.349184	0.393216	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	88
gqa2	base	l1nosync	1	3	22	0	0.358304	0.440320	0.394144	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	89
gqa2	base	full	1	3	22	1	0.399360	0.439296	0.393216	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	90
gqa2	base	nowait	1	3	22	0	0.399584	0.417728	0.394240	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	91
gqa2	base	l1nosync	1	3	23	0	0.357376	0.440032	0.391392	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	92
gqa2	base	full	1	3	23	1	0.397312	0.440320	0.394400	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	93
gqa2	base	nowait	1	3	23	0	0.396256	0.419840	0.392192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	94
gqa2	base	neither	1	3	23	0	0.398336	0.350080	0.391232	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	95
gqa2	base	full	1	3	24	1	0.396288	0.440320	0.393216	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	96
gqa2	base	nowait	1	3	24	0	0.396512	0.416672	0.394240	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	97
gqa2	base	neither	1	3	24	0	0.395424	0.351008	0.393184	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	98
gqa2	base	l1nosync	1	3	24	0	0.361472	0.439296	0.393024	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	98	119	30	0	5	11	99
gqa2	base	full	4	3	0	1	0.400512	0.442336	0.394944	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	100
gqa2	base	nowait	4	3	0	0	0.399360	0.417728	0.396288	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	101
gqa2	base	neither	4	3	0	0	0.398368	0.352960	0.397024	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	102
gqa2	base	l1nosync	4	3	0	0	0.363520	0.441312	0.396064	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	103
gqa2	base	nowait	4	3	1	0	0.399360	0.418816	0.394464	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	104
gqa2	base	neither	4	3	1	0	0.399072	0.351328	0.395072	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	105
gqa2	base	l1nosync	4	3	1	0	0.365344	0.441120	0.395104	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	106
gqa2	base	full	4	3	1	1	0.398336	0.442304	0.395264	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	107
gqa2	base	neither	4	3	2	0	0.398336	0.351232	0.396288	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	108
gqa2	base	l1nosync	4	3	2	0	0.363520	0.443392	0.395264	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	109
gqa2	base	full	4	3	2	1	0.399520	0.441344	0.396000	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	110
gqa2	base	nowait	4	3	2	0	0.399520	0.418112	0.396160	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	111
gqa2	base	l1nosync	4	3	3	0	0.362144	0.443392	0.395040	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	112
gqa2	base	full	4	3	3	1	0.400544	0.442048	0.396192	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	113
gqa2	base	nowait	4	3	3	0	0.398560	0.418816	0.395456	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	114
gqa2	base	neither	4	3	3	0	0.399072	0.351232	0.394560	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	115
gqa2	base	full	4	3	4	1	0.398336	0.443392	0.395264	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	116
gqa2	base	nowait	4	3	4	0	0.398336	0.418816	0.395008	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	117
gqa2	base	neither	4	3	4	0	0.397504	0.354304	0.395264	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	118
gqa2	base	l1nosync	4	3	4	0	0.364384	0.440320	0.396288	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	119
gqa2	base	nowait	4	3	5	0	0.397504	0.417792	0.394912	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	120
gqa2	base	neither	4	3	5	0	0.399296	0.350208	0.395264	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	121
gqa2	base	l1nosync	4	3	5	0	0.361248	0.442336	0.394528	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	122
gqa2	base	full	4	3	5	1	0.397376	0.442368	0.393216	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	123
gqa2	base	neither	4	3	6	0	0.399040	0.351232	0.396288	210	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	124
gqa2	base	l1nosync	4	3	6	0	0.363520	0.443392	0.395264	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	125
gqa2	base	full	4	3	6	1	0.398336	0.443328	0.395264	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	126
gqa2	base	nowait	4	3	6	0	0.398336	0.416768	0.395328	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	127
gqa2	base	l1nosync	4	3	7	0	0.362816	0.441120	0.394240	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	128
gqa2	base	full	4	3	7	1	0.399552	0.443392	0.395264	212	2	256	128	24576	24576	0	65536	102400	1536	210	208	2	2	1	32	0	0	0	0	0	0	2	registers	30	200	500	30	0	5	11	129
