placement	simulated	makespan_ns	floor_ns	cp_ns	queue_lb_ns	nodes	grid	kappa	grouping_model	status
rotate	1	455341.532528	324896	141868	324896	6400	128	4	projected_events_and_sigma_lifting	ok
wavefront	1	455397.532528	324896	141868	324896	6400	128	4	projected_events_and_sigma_lifting	ok
eft	1	457640.61734	325536	141868	325536	6400	128	4	projected_events_and_sigma_lifting	ok
chain	0	331466	331466	141868	331466	6400	128	4	projected_events_and_sigma_lifting	ok
legacy_grid_stride	0	337672	337672	141868	337672	6400	128	4	projected_events_and_sigma_lifting	ok
balanced	0	338882	338882	141868	338882	6400	128	4	projected_events_and_sigma_lifting	ok
