tile_m	tile_n	tile_k	stages	split_k	l05_ms	l1_ms	l2_ms	status	l05_hash	smem	ctas_per_sm	grid
128	128	16	3	1	1.105920	1.080320	1.104896	25/25	5245714bc5d3ab4d	49536	1	128
16	128	16	2	16	0.200448	0.182464	0.199392	25/25	8a737188b958a2ae	18688	2	256
16	64	16	3	16	0.172032	0.166912	0.183488	25/25	8a737188b958a2ae	15744	2	256
16	64	16	5	16	0.174080	0.168960	0.187264	25/25	8a737188b958a2ae	26240	2	256
16	64	32	4	16	0.176128	0.164032	0.190464	25/25	8a737188b958a2ae	41984	2	256
32	32	32	2	8	0.183296	0.162816	0.192512	25/25	b37a2e7f0ec44cb5	16896	2	256
32	64	32	3	16	0.181920	0.179200	0.191488	25/25	8a737188b958a2ae	37632	2	256
64	128	16	4	16	0.202624	0.189344	0.214848	25/25	8a737188b958a2ae	49664	2	256
64	128	32	2	16	0.203616	0.185184	0.217088	25/25	8a737188b958a2ae	49664	1	128
