model	seq	k	index	candidate	simulated	predicted_ns	batch_us
gqa2	128	4	4	balanced	0	576730.978041	955.763
gqa2	128	5	0	rotate	1	450989.049976	1139.141
gqa2	128	5	1	wavefront	1	450989.049976	1139.141
gqa2	128	5	2	legacy_grid_stride	1	669681.948161	1139.141
gqa2	128	5	3	band	1	671322.973816	1139.141
gqa2	128	5	4	balanced	1	1036642.04095	1139.141
gqa2	512	1	0	rotate	1	755811.899597	2631.898
gqa2	512	1	1	wavefront	1	755811.899597	2631.898
gqa2	512	1	2	legacy_grid_stride	0	773890.84963	2631.898
gqa2	512	1	3	band	0	819737.003871	2631.898
gqa2	512	1	4	balanced	0	1396674.32748	2631.898
gqa2	512	2	0	rotate	1	755811.899597	2667.955
gqa2	512	2	1	wavefront	1	755811.899597	2667.955
gqa2	512	2	2	legacy_grid_stride	0	773890.84963	2667.955
gqa2	512	2	3	band	0	819737.003871	2667.955
gqa2	512	2	4	balanced	0	1396674.32748	2667.955
gqa2	512	3	0	rotate	1	755811.899597	3440.768
gqa2	512	3	1	wavefront	1	755811.899597	3440.768
gqa2	512	3	2	legacy_grid_stride	1	974504.797782	3440.768
gqa2	512	3	3	band	0	819737.003871	3440.768
gqa2	512	3	4	balanced	0	1396674.32748	3440.768
gqa2	512	4	0	rotate	1	755811.899597	4100.321
gqa2	512	4	1	wavefront	1	755811.899597	4100.321
gqa2	512	4	2	legacy_grid_stride	1	974504.797782	4100.321
gqa2	512	4	3	band	1	1026528.01103	4100.321
gqa2	512	4	4	balanced	0	1396674.32748	4100.321
gqa2	512	5	0	rotate	1	755811.899597	4836.986
gqa2	512	5	1	wavefront	1	755811.899597	4836.986
gqa2	512	5	2	legacy_grid_stride	1	974504.797782	4836.986
gqa2	512	5	3	band	1	1026528.01103	4836.986
gqa2	512	5	4	balanced	1	2264009.74493	4836.986
mha4	4	1	0	rotate	1	847111.614075	96.54
mha4	4	1	1	wavefront	1	847111.614075	96.54
mha4	4	1	2	legacy_grid_stride	0	1103470.61434	96.54
mha4	4	1	3	band	0	1103470.61434	96.54
mha4	4	1	4	balanced	0	1366498.90795	96.54
mha4	4	2	0	rotate	1	847111.614075	92.104
mha4	4	2	1	wavefront	1	847111.614075	92.104
mha4	4	2	2	legacy_grid_stride	0	1103470.61434	92.104
mha4	4	2	3	band	0	1103470.61434	92.104
mha4	4	2	4	balanced	0	1366498.90795	92.104
mha4	4	3	0	rotate	1	847111.614075	136.974
mha4	4	3	1	wavefront	1	847111.614075	136.974
mha4	4	3	2	legacy_grid_stride	1	1293589.18031	136.974
mha4	4	3	3	band	1	1293589.18031	136.974
mha4	4	3	4	balanced	0	1366498.90795	136.974
mha4	4	4	0	rotate	1	847111.614075	134.415
mha4	4	4	1	wavefront	1	847111.614075	134.415
mha4	4	4	2	legacy_grid_stride	1	1293589.18031	134.415
mha4	4	4	3	band	1	1293589.18031	134.415
mha4	4	4	4	balanced	0	1366498.90795	134.415
mha4	4	5	0	rotate	1	847111.614075	159.646
mha4	4	5	1	wavefront	1	847111.614075	159.646
mha4	4	5	2	legacy_grid_stride	1	1293589.18031	159.646
mha4	4	5	3	band	1	1293589.18031	159.646
mha4	4	5	4	balanced	1	1697006.75023	159.646
mha4	128	1	0	rotate	1	939211.077099	1707.862
mha4	128	1	1	wavefront	1	939211.077099	1707.862
mha4	128	1	2	legacy_grid_stride	0	1145358.87529	1707.862
mha4	128	1	3	band	0	1148640.9266	1707.862
mha4	128	1	4	balanced	0	2248301.63193	1707.862
mha4	128	2	0	rotate	1	939211.077099	1691.132
mha4	128	2	1	wavefront	1	939211.077099	1691.132
mha4	128	2	2	legacy_grid_stride	0	1145358.87529	1691.132
mha4	128	2	3	band	0	1148640.9266	1691.132
mha4	128	2	4	balanced	0	2248301.63193	1691.132
mha4	128	3	0	rotate	1	939211.077099	2195.774
mha4	128	3	1	wavefront	1	939211.077099	2195.774
mha4	128	3	2	legacy_grid_stride	1	1376596.87347	2195.774
mha4	128	3	3	band	0	1148640.9266	2195.774
mha4	128	3	4	balanced	0	2248301.63193	2195.774
mha4	128	4	0	rotate	1	939211.077099	2627.45
mha4	128	4	1	wavefront	1	939211.077099	2627.45
mha4	128	4	2	legacy_grid_stride	1	1376596.87347	2627.45
mha4	128	4	3	band	1	1379878.92478	2627.45
mha4	128	4	4	balanced	0	2248301.63193	2627.45
mha4	128	5	0	rotate	1	939211.077099	3090.523
mha4	128	5	1	wavefront	1	939211.077099	3090.523
mha4	128	5	2	legacy_grid_stride	1	1376596.87347	3090.523
mha4	128	5	3	band	1	1379878.92478	3090.523
mha4	128	5	4	balanced	1	3859320.23628	3090.523
mha4	512	1	0	rotate	1	1648862.93895	5490.43
mha4	512	1	1	wavefront	1	1648862.93895	5490.43
mha4	512	1	2	legacy_grid_stride	0	1589586.08255	5490.43
mha4	512	1	3	band	0	1681278.39103	5490.43
mha4	512	1	4	balanced	0	6666403.47098	5490.43
mha4	512	2	0	rotate	1	1648862.93895	5486.002
mha4	512	2	1	wavefront	1	1648862.93895	5486.002
mha4	512	2	2	legacy_grid_stride	0	1589586.08255	5486.002
mha4	512	2	3	band	0	1681278.39103	5486.002
mha4	512	2	4	balanced	0	6666403.47098	5486.002
mha4	512	3	0	rotate	1	1648862.93895	6696.276
mha4	512	3	1	wavefront	1	1648862.93895	6696.276
mha4	512	3	2	legacy_grid_stride	1	2086248.73532	6696.276
mha4	512	3	3	band	0	1681278.39103	6696.276
mha4	512	3	4	balanced	0	6666403.47098	6696.276
mha4	512	4	0	rotate	1	1648862.93895	8232.666
mha4	512	4	1	wavefront	1	1648862.93895	8232.666
mha4	512	4	2	legacy_grid_stride	1	2086248.73532	8232.666
mha4	512	4	3	band	1	2191530.57361	8232.666
mha4	512	4	4	balanced	0	6666403.47098	8232.666
mha4	512	5	0	rotate	1	1648862.93895	9475.88
mha4	512	5	1	wavefront	1	1648862.93895	9475.88
mha4	512	5	2	legacy_grid_stride	1	2086248.73532	9475.88
mha4	512	5	3	band	1	2191530.57361	9475.88
mha4	512	5	4	balanced	1	10078464.5212	9475.88
real	4	1	0	rotate	1	8154477.26824	292.898
real	4	1	1	wavefront	1	8154477.26824	292.898
real	4	1	2	legacy_grid_stride	0	11674910.8818	292.898
real	4	1	3	band	0	11674910.8818	292.898
real	4	1	4	balanced	0	102295054.394	292.898
real	4	2	0	rotate	1	8154477.26824	286.677
real	4	2	1	wavefront	1	8154477.26824	286.677
real	4	2	2	legacy_grid_stride	0	11674910.8818	286.677
real	4	2	3	band	0	11674910.8818	286.677
real	4	2	4	balanced	0	102295054.394	286.677
real	4	3	0	rotate	1	8154477.26824	446.324
real	4	3	1	wavefront	1	8154477.26824	446.324
real	4	3	2	legacy_grid_stride	1	11865029.4477	446.324
real	4	3	3	band	1	11865029.4477	446.324
real	4	3	4	balanced	0	102295054.394	446.324
real	4	4	0	rotate	1	8154477.26824	420.089
real	4	4	1	wavefront	1	8154477.26824	420.089
real	4	4	2	legacy_grid_stride	1	11865029.4477	420.089
real	4	4	3	band	1	11865029.4477	420.089
real	4	4	4	balanced	0	102295054.394	420.089
real	4	5	0	rotate	1	8154477.26824	499.185
real	4	5	1	wavefront	1	8154477.26824	499.185
real	4	5	2	legacy_grid_stride	1	11865029.4477	499.185
real	4	5	3	band	1	11865029.4477	499.185
real	4	5	4	balanced	1	103686547.267	499.185
real	128	1	0	rotate	1	9105391.08491	6082.6
real	128	1	1	wavefront	1	9105391.08491	6082.6
real	128	1	2	legacy_grid_stride	0	12272063.6249	6082.6
real	128	1	3	band	0	12400389.6768	6082.6
real	128	1	4	balanced	0	26106495.7047	6082.6
real	128	2	0	rotate	1	9105391.08491	6097.903
real	128	2	1	wavefront	1	9105391.08491	6097.903
real	128	2	2	legacy_grid_stride	0	12272063.6249	6097.903
real	128	2	3	band	0	12400389.6768	6097.903
real	128	2	4	balanced	0	26106495.7047	6097.903
real	128	3	0	rotate	1	9105391.08491	7455.463
real	128	3	1	wavefront	1	9105391.08491	7455.463
real	128	3	2	legacy_grid_stride	1	12806477.9991	7455.463
real	128	3	3	band	0	12400389.6768	7455.463
real	128	3	4	balanced	0	26106495.7047	7455.463
real	128	4	0	rotate	1	9105391.08491	9035.991
real	128	4	1	wavefront	1	9105391.08491	9035.991
real	128	4	2	legacy_grid_stride	1	12806477.9991	9035.991
real	128	4	3	band	1	12934804.051	9035.991
real	128	4	4	balanced	0	26106495.7047	9035.991
real	128	5	0	rotate	1	9105391.08491	10587.411
real	128	5	1	wavefront	1	9105391.08491	10587.411
real	128	5	2	legacy_grid_stride	1	12806477.9991	10587.411
real	128	5	3	band	1	12934804.051	10587.411
real	128	5	4	balanced	1	29008178.745	10587.411
