key	T	T_floor	T_dram	T_s	T_sf	T_sf_infinite	T_np0	synchronization	fixed	contention	chain_delay	pg_upper_bound	chain_depth	bubble_ns	colocated_edges	sync_omitted_edges
16x32x64s16k1;16x32x128s6k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=128;Rq=4	4001440.6336711855	2556462.3764343951	2556462.3764343951	3422120.0802851687	2979309.7635472747	2967488.6287382827	2363556.9068840509	579320.55338601675	442810.31673789397	11821.134808992036	411026.25230388762	1444978.2572367904	132	10946.804979066594	32	32
