stage	name	category	tasks	first_start	last_end	wait_sum	fixed_sum	mainloop_sum	publication_sum
0	serving.s0	embedding	2	0	2078.893652022613	0	880.64182200000005	1128.8886760452262	2148.2568059999999
1	serving.s1	rmsnorm	2	2078.893652022613	5068.1238483805128	0	1687.2670808	2142.9365059157999	2148.2568059999999
2	serving.s2	gemm	96	6303.535649380513	25621.635827385722	169379.348256	267662.725248	1314379.2168965002	103116.326688
3	serving.s3	fused_attention	144	26857.047628385721	55507.330763281723	254069.02238399934	662430.55362559878	1051601.2722216977	154674.49003199997
4	serving.s4	attention_merge	16	53282.222229881729	61933.290525672928	28229.891376	25382.470671999999	12250.350886259228	17186.054447999999
5	serving.s5	gemm	64	63168.70232667293	78345.726688399765	112919.565504	197821.02374400001	591844.75211051758	68744.217791999996
6	serving.s6	rmsnorm	2	79581.13848939976	84334.736896757648	3528.7364219999999	1687.2670808	2142.9365059158008	2148.2568059999999
7	serving.s7	swiglu_gemm	128	85570.148697757642	165448.50269219221	225839.131008	584876.60185600002	9276225.1428396236	137488.43558399999
8	serving.s8	gemm	64	166683.91449319222	209603.6616100996	112919.565504	197821.02374400001	2367379.0084420722	68744.217791999996
9	serving.s9	rmsnorm	2	210839.07341109961	215592.67181845751	3528.7364219999999	1687.2670808	2142.9365059157717	2148.2568059999999
10	serving.s10	gemm	96	216828.08361945752	236146.18379746273	169379.348256	267662.725248	1314379.2168964986	103116.326688
11	serving.s11	fused_attention	144	237381.59559846274	266031.87873335875	254069.02238399934	662430.55362559878	1051601.2722216942	154674.49003199997
12	serving.s12	attention_merge	16	263806.7701999587	272457.83849574998	28229.891376	25382.470671999999	12250.350886259228	17186.054447999999
13	serving.s13	gemm	64	273693.25029674999	288870.27465847682	112919.565504	197821.02374400001	591844.75211051852	68744.217791999996
14	serving.s14	rmsnorm	2	290105.68645947683	294859.28486683476	3528.7364219999999	1687.2670808	2142.9365059158299	2148.2568059999999
15	serving.s15	swiglu_gemm	128	296094.69666783477	375973.05066226935	225839.131008	584876.60185600002	9276225.1428396255	137488.43558399999
16	serving.s16	gemm	64	377208.46246326936	420128.20958017668	112919.565504	197821.02374400001	2367379.0084420703	68744.217791999996
17	serving.s17	rmsnorm	2	421363.62138117669	426117.21978853462	3528.7364219999999	1687.2670808	2142.9365059158299	2148.2568059999999
18	serving.s18	gemm	96	427352.63158953463	446670.73176753981	169379.348256	267662.725248	1314379.2168964986	103116.326688
19	serving.s19	fused_attention	144	447906.14356853982	476556.42670343583	254069.02238399934	662430.55362559878	1051601.2722216935	154674.49003199997
20	serving.s20	attention_merge	16	474331.31817003584	482982.38646582706	28229.891376	25382.470671999999	12250.350886259228	17186.054447999999
21	serving.s21	gemm	64	484217.79826682707	499394.8226285539	112919.565504	197821.02374400001	591844.75211051852	68744.217791999996
