slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794420187538432	1101306685325	1789794420187539456	1101306686640	1789794420187539456	1101306686640	1789794420187540480	1101306689454	1789794420187540480	1101306691173	1789794420187540480	1101306691303	0	0	0	0	89	8
1	0	32	16	64	1	6144	1789794420187542528	1101306695656	1789794420187543552	1101306697785	1789794420187543552	1101306698780	1789794420187547648	1101306708271	1789794420187548672	1101306709484	1789794420187548672	1101306709614	1101306698923	1101306708177	1439	8	0	0
2	2	0	0	0	1	0	1789794420187550720	1101306714567	1789794420187550720	1101306715813	1789794420187550720	1101306715813	1789794420187551744	1101306717336	1789794420187551744	1101306717366	1789794420187551744	1101306717495	0	0	0	0	0	0
3	3	0	0	0	1	0	1789794420187552768	1101306720812	1789794420187552768	1101306721927	1789794420187552768	1101306721927	1789794420187553792	1101306722856	1789794420187553792	1101306722886	1789794420187553792	1101306723016	0	0	0	0	0	0
4	5	0	0	0	1	0	1789794420187555840	1101306728349	1789794420187556864	1101306729986	1789794420187556864	1101306729986	1789794420187559936	1101306738423	1789794420187559936	1101306738453	1789794420187559936	1101306738582	0	0	0	0	52	2
5	0	32	16	64	1	6144	1789794420187561984	1101306743790	1789794420187563008	1101306745944	1789794420187563008	1101306747050	1789794420187567104	1101306756578	1789794420187568128	1101306758963	1789794420187568128	1101306759092	1101306747076	1101306756484	1751	8	0	0
6	1	0	0	0	1	0	1789794420187570176	1101306764109	1789794420187570176	1101306765352	1789794420187570176	1101306765352	1789794420187571200	1101306768261	1789794420187572224	1101306769977	1789794420187572224	1101306770109	0	0	0	0	89	8
7	0	32	16	64	1	6144	1789794420187574272	1101306774735	1789794420187575296	1101306776907	1789794420187575296	1101306778039	1789794420187579392	1101306787638	1789794420187579392	1101306788615	1789794420187579392	1101306788745	1101306778065	1101306787544	1839	8	0	0
8	4	0	0	0	1	0	1789794420187581440	1101306793789	1789794420187582464	1101306795065	1789794420187582464	1101306795065	1789794420187584512	1101306801437	1789794420187584512	1101306801467	1789794420187584512	1101306801597	0	0	0	0	0	0
9	0	32	16	64	1	6144	1789794420187586560	1101306806431	1789794420187587584	1101306808597	1789794420187587584	1101306809698	1789794420187595776	1101306828000	1789794420187595776	1101306830229	1789794420187595776	1101306830358	1101306809724	1101306827906	3315	16	0	0
10	1	0	0	0	1	0	1789794420187597824	1101306835556	1789794420187598848	1101306836807	1789794420187598848	1101306836807	1789794420187599872	1101306839715	1789794420187600896	1101306841428	1789794420187600896	1101306841558	0	0	0	0	89	8
11	0	32	16	64	1	6144	1789794420187602944	1101306846141	1789794420187602944	1101306848295	1789794420187603968	1101306849403	1789794420187608064	1101306858792	1789794420187608064	1101306860320	1789794420187608064	1101306860581	1101306849429	1101306858698	1713	8	0	0
12	2	0	0	0	1	0	1789794420187610112	1101306865806	1789794420187611136	1101306867041	1789794420187611136	1101306867041	1789794420187611136	1101306868567	1789794420187611136	1101306868597	1789794420187611136	1101306868726	0	0	0	0	0	0
13	3	0	0	0	1	0	1789794420187613184	1101306871780	1789794420187613184	1101306872915	1789794420187613184	1101306872915	1789794420187613184	1101306873838	1789794420187613184	1101306873868	1789794420187613184	1101306873997	0	0	0	0	0	0
14	5	0	0	0	1	0	1789794420187615232	1101306879282	1789794420187616256	1101306880908	1789794420187616256	1101306880908	1789794420187619328	1101306889277	1789794420187619328	1101306889307	1789794420187619328	1101306889436	0	0	0	0	52	2
15	0	32	16	64	1	6144	1789794420187621376	1101306894631	1789794420187622400	1101306896810	1789794420187623424	1101306897916	1789794420187626496	1101306907224	1789794420187627520	1101306908650	1789794420187627520	1101306908780	1101306897942	1101306907130	1603	8	0	0
16	1	0	0	0	1	0	1789794420187629568	1101306913784	1789794420187629568	1101306915069	1789794420187629568	1101306915069	1789794420187630592	1101306917977	1789794420187631616	1101306919702	1789794420187631616	1101306919833	0	0	0	0	89	8
17	0	32	16	64	1	6144	1789794420187633664	1101306924915	1789794420187634688	1101306927076	1789794420187635712	1101306928872	1789794420187639808	1101306938744	1789794420187639808	1101306939977	1789794420187639808	1101306940257	1101306928898	1101306938650	2854	8	0	0
18	4	0	0	0	1	0	1789794420187641856	1101306945287	1789794420187642880	1101306946547	1789794420187642880	1101306946547	1789794420187644928	1101306952908	1789794420187644928	1101306952938	1789794420187644928	1101306953068	0	0	0	0	0	0
19	0	32	16	64	1	6144	1789794420187646976	1101306957918	1789794420187648000	1101306960083	1789794420187648000	1101306961193	1789794420187655168	1101306979426	1789794420187656192	1101306981399	1789794420187656192	1101306981529	1101306961219	1101306979332	3242	16	0	0
20	1	0	0	0	1	0	1789794420187658240	1101306986756	1789794420187659264	1101306987991	1789794420187659264	1101306987991	1789794420187660288	1101306990903	1789794420187660288	1101306992745	1789794420187661312	1101306992875	0	0	0	0	89	8
