cell	cohort	arm	stage	tile_m	tile_n	tile_k	stages	iterations	operand_elements	fixed_ns	loop_body_ns	loop_wait_ns	loop_fixed_ns	samples	dump	fixed_predicted_ns	loop_body_predicted_ns	loop_wait_predicted_ns	loop_fixed_predicted_ns	physical_writes	nominal_writes	physical_stage_bytes	occupancy	latency_ns	base_ns	old_loop_ns	observed_loop_ns	old_fixed_ns	new_loop_ns	new_fixed_ns
mha4_s128	raw_kloop	selected	41	32	16	16	2	32.0	768.0	2267.706383185535	155.30449878832627	132.10130181781452	70.08491650443662	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/selected/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	287.4058006061408	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	selected	46	32	16	16	2	32.0	768.0	2077.8104838814847	137.08253870880333	123.09841107500705	63.31595042303725	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/selected/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	260.1809497838104	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	selected	56	32	16	16	2	32.0	768.0	2141.7446326202235	160.1096617567203	131.2269301408371	84.34460900836294	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/selected/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	291.3365918975574	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	2	32	16	16	2	32.0	768.0	2059.5271963983996	150.07157500041717	126.6065795973758	67.11537825364695	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	276.67815459779297	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	9	32	16	16	2	32.0	768.0	2566.0998336086686	160.82238678605515	139.10906477286824	96.9062863092372	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	299.9314515589234	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	11	32	16	16	2	32.0	768.0	2284.484507672868	149.72901259694743	136.20934932577262	71.24518909442725	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	285.93836192272005	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	14	32	16	16	2	64.0	768.0	2637.7426142339136	122.00556099193474	131.13320280429127	60.27335910547305	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	253.13876379622602	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	17	32	16	16	2	32.0	768.0	2215.2316427597657	120.12179079580153	124.08315835680739	59.979919239412936	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	244.20494915260892	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	24	32	16	16	2	32.0	768.0	2405.6929015331298	161.62390890205646	152.6649388709345	83.81577073215209	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	314.28884777299095	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	26	32	16	16	2	32.0	768.0	2422.7971660407147	150.21755178717544	135.75699450591574	72.10287820484268	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	285.9745462930912	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	29	32	16	16	2	64.0	768.0	2585.844292326808	131.36866377748467	131.9593297188375	67.18261870123106	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	263.32799349632216	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	32	32	16	16	2	32.0	768.0	2214.906138260035	120.04959336636935	123.11534028877792	59.11867541756973	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	243.16493365514725	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	39	32	16	16	2	32.0	768.0	2326.398111017965	147.010714857879	154.42266371814023	92.71480029924284	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	301.4333785760192	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	42	32	16	16	2	32.0	768.0	2338.575522733747	150.12631956549103	133.16484381109325	71.850655379974	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	283.2911633765843	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	44	32	16	16	2	64.0	768.0	2621.8631095991805	120.19986818431597	130.61322093578565	58.16712431111139	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	250.8130891201016	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	47	32	16	16	2	32.0	768.0	2251.5900406432274	119.35196808740204	124.18627680640034	61.05962080907017	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	243.53824489380239	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	54	32	16	16	2	32.0	768.0	2872.556605253183	302.9673805054978	129.84208136157505	269.24939283976994	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	432.80946186707286	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	57	32	16	16	2	32.0	768.0	2219.740705064238	154.02903053321484	136.36258986727498	75.46663430382705	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	290.39162040048984	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	59	32	16	16	2	64.0	768.0	2477.384779009197	117.96598702970472	125.00890500808967	56.48397857355208	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	242.9748920377944	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	1	32	16	16	2	32.0	768.0	2002.728474824024	146.20690595881982	127.08788351522193	56.48479540003519	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	273.29478947404175	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	16	32	16	16	2	32.0	768.0	2223.04629092261	117.68278562996068	121.97789551429489	57.81990004901306	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	239.66068114425556	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	31	32	16	16	2	32.0	768.0	2234.3955774556453	124.30913350151675	122.50422379636524	57.108857105072495	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	246.813357297882	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	48	32	16	16	2	32.0	768.0	2247.281618290802	121.16447937400389	123.11755901646268	58.692464481815236	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	244.28203839046657	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	3	32	16	16	2	32.0	768.0	2125.315883931823	158.24100255037393	129.2687624809568	67.62332515112662	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	287.50976503133074	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	12	32	16	16	2	32.0	768.0	2179.3994038342626	154.47014766969875	134.27674753073103	72.719782470236	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	288.7468952004298	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	18	32	16	16	2	32.0	768.0	2083.0187455802716	132.27358243743203	120.11058490771293	58.78713335263835	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	252.38416734514496	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	27	32	16	16	2	32.0	768.0	2226.8979318546144	155.0025692729712	137.51362281338703	75.33567504770485	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	292.5161920863582	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	33	32	16	16	2	32.0	768.0	2011.934495580444	148.13274000575103	121.59897084423261	61.69225473321859	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	269.73171084998364	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	41	32	16	16	2	32.0	768.0	2270.6414244917887	154.91663338629422	131.59308360140554	76.12394459578644	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	286.5097169876998	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	46	32	16	16	2	32.0	768.0	2101.245276637295	138.6283863868294	122.79821003398325	59.866589914741766	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	261.42659642081264	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k16	56	32	16	16	2	32.0	768.0	2123.5268768414653	159.7803478636047	133.04881644769836	87.83307376726574	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	292.8291643113031	2083.0222333623688	305.2214006267797	1968.2553427045493
mha4_s128	raw_kloop	k32	2	32	16	32	2	16.0	1536.0	2086.746645407271	288.9532232373689	154.71040094925797	102.39627165047318	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	443.66362418662686	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	9	32	16	32	2	16.0	1536.0	2501.7771577746853	299.89179230330114	233.45091690366814	120.03719728672166	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	533.3427092069693	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	11	32	16	32	2	16.0	1536.0	2461.3205399556055	323.48112093764394	181.99588009194875	133.5334220521566	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	505.47700102959266	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	14	32	16	32	2	32.0	1536.0	2656.9412754410305	281.19394839404566	179.47989536603973	116.0493749412932	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	460.6738437600854	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	17	32	16	32	2	16.0	1536.0	2106.15837763488	292.9783161082293	145.85661952958446	113.08040722600512	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	438.83493563781377	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	24	32	16	32	2	16.0	1536.0	2507.3592390154217	292.84811091783735	252.06677744247173	161.16261063516254	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	544.9148883603091	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	26	32	16	32	2	16.0	1536.0	2416.3777869739956	322.9514923939271	181.99055699017015	129.78911722043253	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	504.94204938409723	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	29	32	16	32	2	32.0	1536.0	2476.2910795892312	276.3432083631796	194.70547858118474	96.33143208617292	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	471.04868694436436	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	32	32	16	32	2	16.0	1536.0	2121.192337825633	289.2892839928632	147.10930973244734	111.2370769186625	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	436.39859372531055	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	39	32	16	32	2	16.0	1536.0	3154.92921393628	313.9974079659445	197.7515699922639	135.9462728085221	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	511.7489779582084	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	42	32	16	32	2	16.0	1536.0	2666.7144253244605	330.64437121857446	174.05446979897846	144.6943119687245	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	504.6988410175529	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	44	32	16	32	2	32.0	1536.0	2784.475304419888	284.3789630876672	186.64215883711012	126.59507975422002	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	471.02112192477733	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	47	32	16	32	2	16.0	1536.0	2244.173132469965	278.86997282428456	153.55151111315834	104.32324143228225	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	432.4214839374429	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	54	32	16	32	2	16.0	1536.0	2402.215906407764	320.4092100461933	224.44974777760626	134.47192514553754	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	544.8589578237995	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	57	32	16	32	2	16.0	1536.0	2460.6124249871	327.62080502626407	170.00988055817442	145.3013135537763	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	497.6306855844385	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	59	32	16	32	2	32.0	1536.0	2409.279265441024	285.90397465109487	150.8073998785204	95.12704187421024	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	436.7113745296153	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	1	32	16	32	2	16.0	1536.0	2044.576636181604	294.56755888293685	147.73075468799414	104.28774883125021	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	442.298313570931	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	16	32	16	32	2	16.0	1536.0	2247.1330215775242	290.9161859072359	151.022913006867	114.56322506078098	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	441.9390989141029	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	31	32	16	32	2	16.0	1536.0	2179.2450394437137	288.97143878249176	150.51414585586565	105.18226600985221	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	439.4855846383574	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	48	32	16	32	2	16.0	1536.0	2217.729285593185	288.92940091641043	155.5658115919099	99.68746927671856	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	444.4952125083203	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	3	32	16	32	2	16.0	1536.0	2242.6169583502915	326.9377939364459	153.34696807090415	116.43453858127901	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	480.2847620073501	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	12	32	16	32	2	16.0	1536.0	2769.1366656295822	276.4656139642839	186.5827714092554	179.69207067803492	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	463.0483853735393	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	18	32	16	32	2	16.0	1536.0	2397.809675643734	283.3303506164076	147.43650246675173	103.53548068727949	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	430.76685308315933	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	27	32	16	32	2	16.0	1536.0	2756.4182159577317	303.1692020049761	181.86678797680122	217.03525565040064	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	485.03598998177733	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	33	32	16	32	2	16.0	1536.0	2187.893385275058	237.51534885673044	146.5653884120449	95.39276807409055	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	384.08073726877535	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	41	32	16	32	2	16.0	1536.0	2871.139166867326	297.20304213629913	181.081734360851	167.08968128018734	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	478.2847764971501	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	46	32	16	32	2	16.0	1536.0	2313.37742686515	287.8802890057341	153.53297600338638	110.82856072213923	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	441.41326500912044	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s128	raw_kloop	k32	56	32	16	32	2	16.0	1536.0	2470.888828044104	312.2572260374341	168.67562992788118	142.9519086604833	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	480.9328559653153	2083.0222333623688	485.97480190483515	2196.6624387692245
mha4_s4	raw_kloop	selected	2	32	16	64	2	8.0	3072.0	1769.0379954094178	377.4789945158871	91.81678181673216	55.27097604720282	32	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s4/phase/selected/dump	2083.0222333623688	238.08513824796376	98.551412617407	70.57440662893963	64	512	2560	1.0	107.3564485	238.08513824796376	336.63655086537074	469.29577633261925	2083.0222333623688	238.08513824796376	2481.095468682705
mha4_s4	raw_kloop	selected	9	32	16	64	2	8.0	3072.0	1746.622730925045	358.58686191712184	60.2020277160429	44.149067343913536	32	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s4/phase/selected/dump	2083.0222333623688	238.08513824796376	98.551412617407	70.57440662893963	64	512	2560	1.0	107.3564485	238.08513824796376	336.63655086537074	418.78888963316473	2083.0222333623688	238.08513824796376	2481.095468682705
mha4_s4	raw_kloop	selected	11	32	16	64	2	8.0	3072.0	1667.79376023868	364.1461364736818	67.62839927072905	45.093597657201435	64	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s4/phase/selected/dump	2083.0222333623688	238.08513824796376	98.551412617407	70.57440662893963	64	512	2560	1.0	107.3564485	238.08513824796376	336.63655086537074	431.77453574441085	2083.0222333623688	238.08513824796376	2481.095468682705
mha4_s4	raw_kloop	selected	14	32	16	64	2	16.0	3072.0	2076.4997901085007	374.29091366606644	70.1152347989761	47.82873933783304	32	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s4/phase/selected/dump	2083.0222333623688	238.08513824796376	98.551412617407	70.57440662893963	64	512	2560	1.0	107.3564485	238.08513824796376	336.63655086537074	444.4061484650425	2083.0222333623688	238.08513824796376	2481.095468682705
mha4_s4	raw_kloop	selected	17	32	16	64	2	8.0	3072.0	1611.1035281291975	373.3213808265805	70.68287491999183	52.53882936170278	32	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/mha4_s4/phase/selected/dump	2083.0222333623688	238.08513824796376	98.551412617407	70.57440662893963	64	512	2560	1.0	107.3564485	238.08513824796376	336.63655086537074	444.0042557465723	2083.0222333623688	238.08513824796376	2481.095468682705
