1.099776	1.079200	0.981291
1.096704	1.078272	0.983193
1.097728	1.079296	0.983209
1.098752	1.080320	0.983225
1.097568	1.079296	0.983352
1.096704	1.079296	0.984127
1.097728	1.080320	0.984142
1.097728	1.080320	0.984142
1.097728	1.081152	0.984900
1.096704	1.080192	0.984944
1.095712	1.079296	0.985018
1.095680	1.079296	0.985047
1.095680	1.079296	0.985047
1.096704	1.080320	0.985061
1.094816	1.079296	0.985824
1.095680	1.080160	0.985835
1.094656	1.079296	0.985968
1.094656	1.079296	0.985968
1.095680	1.080320	0.985981
1.096704	1.081344	0.985994
1.095616	1.080320	0.986039
1.094560	1.079296	0.986055
1.094592	1.080064	0.986728
1.091584	1.077248	0.986867
1.093632	1.079296	0.986891
1.094656	1.080320	0.986904
1.093600	1.079296	0.986920
1.093440	1.079296	0.987065
1.093408	1.079296	0.987094
1.092608	1.079040	0.987582
1.094848	1.081344	0.987666
1.092768	1.079296	0.987672
1.093792	1.080320	0.987683
1.094624	1.081152	0.987692
1.092608	1.079168	0.987699
1.093632	1.080288	0.987799
1.091584	1.078272	0.987805
1.092608	1.079296	0.987816
1.093632	1.080320	0.987828
1.093440	1.080160	0.987855
1.093504	1.080320	0.987943
1.092576	1.080096	0.988577
1.091584	1.079232	0.988684
1.092608	1.080320	0.988754
1.090560	1.079296	0.989671
1.090432	1.079200	0.989699
1.087488	1.077248	0.990584
1.089536	1.079296	0.990602
1.090400	1.080320	0.990756
1.096512	1.097696	1.001080
