wait_index	producer	group	event_index
0	0	0	88
1	0	1	89
2	3	0	347
3	3	1	348
4	3	2	349
5	3	3	350
6	3	4	351
7	3	5	352
8	3	6	353
9	3	7	354
10	4	4294967295	411
11	2	4294967295	346
12	8	0	541
13	7	48	525
14	9	4294967295	557
15	10	4294967295	558
16	11	4294967295	559
17	12	0	560
18	12	1	561
19	12	2	562
20	12	3	563
21	12	4	564
22	12	5	565
23	12	6	566
24	12	7	567
25	13	0	816
26	13	1	817
27	13	2	818
28	13	3	819
29	13	4	820
30	13	5	821
31	13	6	822
32	13	7	823
33	13	8	824
34	13	9	825
35	13	10	826
36	13	11	827
37	13	12	828
38	13	13	829
39	13	14	830
40	13	15	831
41	14	0	832
42	14	1	833
43	15	0	834
44	15	1	835
45	15	2	836
46	15	3	837
47	15	4	838
48	15	5	839
49	15	6	840
50	15	7	841
51	16	0	1730
52	16	1	1731
53	16	2	1732
54	16	3	1733
55	16	4	1734
56	16	5	1735
57	16	6	1736
58	16	7	1737
59	16	8	1738
60	16	9	1739
61	16	10	1740
62	16	11	1741
63	16	12	1742
64	16	13	1743
65	16	14	1744
66	16	15	1745
67	16	16	1746
68	16	17	1747
69	16	18	1748
70	16	19	1749
71	16	20	1750
72	16	21	1751
73	16	22	1752
74	16	23	1753
75	16	24	1754
76	16	25	1755
77	16	26	1756
78	16	27	1757
79	16	28	1758
80	16	29	1759
81	16	30	1760
82	16	31	1761
83	16	32	1762
84	16	33	1763
85	16	34	1764
86	16	35	1765
87	16	36	1766
88	16	37	1767
89	16	38	1768
90	16	39	1769
91	16	40	1770
92	16	41	1771
93	16	42	1772
94	16	43	1773
95	16	44	1774
96	16	45	1775
97	16	46	1776
98	16	47	1777
99	16	48	1778
100	16	49	1779
101	16	50	1780
102	16	51	1781
103	16	52	1782
104	16	53	1783
105	16	54	1784
106	16	55	1785
107	18	0	2682
108	18	1	2683
109	18	2	2684
110	18	3	2685
111	18	4	2686
112	18	5	2687
113	18	6	2688
114	18	7	2689
115	18	8	2690
116	18	9	2691
117	18	10	2692
118	18	11	2693
119	18	12	2694
120	18	13	2695
121	18	14	2696
122	18	15	2697
123	18	16	2698
124	18	17	2699
125	18	18	2700
126	18	19	2701
127	18	20	2702
128	18	21	2703
129	18	22	2704
130	18	23	2705
131	18	24	2706
132	18	25	2707
133	18	26	2708
134	18	27	2709
135	18	28	2710
136	18	29	2711
137	18	30	2712
138	18	31	2713
139	18	32	2714
140	18	33	2715
141	18	34	2716
142	18	35	2717
143	18	36	2718
144	18	37	2719
145	18	38	2720
146	18	39	2721
147	18	40	2722
148	18	41	2723
149	18	42	2724
150	18	43	2725
151	18	44	2726
152	18	45	2727
153	18	46	2728
154	18	47	2729
155	18	48	2730
156	18	49	2731
157	18	50	2732
158	18	51	2733
159	18	52	2734
160	18	53	2735
161	18	54	2736
162	18	55	2737
163	19	0	2738
164	19	1	2739
165	20	0	2740
166	20	1	2741
167	20	2	2742
168	20	3	2743
169	20	4	2744
170	20	5	2745
171	20	6	2746
172	20	7	2747
173	21	0	2996
174	21	1	2997
175	21	2	2998
176	21	3	2999
177	21	4	3000
178	21	5	3001
179	21	6	3002
180	21	7	3003
181	21	8	3004
182	21	9	3005
183	21	10	3006
184	21	11	3007
185	21	12	3008
186	21	13	3009
187	21	14	3010
188	21	15	3011
189	22	0	3012
190	22	1	3013
191	25	0	3271
192	25	1	3272
193	25	2	3273
194	25	3	3274
195	25	4	3275
196	25	5	3276
197	25	6	3277
198	25	7	3278
199	26	4294967295	3335
200	24	4294967295	3270
201	30	0	3465
202	29	48	3449
203	31	4294967295	3481
204	32	4294967295	3482
205	33	4294967295	3483
206	34	0	3484
207	34	1	3485
208	34	2	3486
209	34	3	3487
210	34	4	3488
211	34	5	3489
212	34	6	3490
213	34	7	3491
214	35	0	3740
215	35	1	3741
216	35	2	3742
217	35	3	3743
218	35	4	3744
219	35	5	3745
220	35	6	3746
221	35	7	3747
222	35	8	3748
223	35	9	3749
224	35	10	3750
225	35	11	3751
226	35	12	3752
227	35	13	3753
228	35	14	3754
229	35	15	3755
230	36	0	3756
231	36	1	3757
232	37	0	3758
233	37	1	3759
234	37	2	3760
235	37	3	3761
236	37	4	3762
237	37	5	3763
238	37	6	3764
239	37	7	3765
240	38	0	4654
241	38	1	4655
242	38	2	4656
243	38	3	4657
244	38	4	4658
245	38	5	4659
246	38	6	4660
247	38	7	4661
248	38	8	4662
249	38	9	4663
250	38	10	4664
251	38	11	4665
252	38	12	4666
253	38	13	4667
254	38	14	4668
255	38	15	4669
256	38	16	4670
257	38	17	4671
258	38	18	4672
259	38	19	4673
260	38	20	4674
261	38	21	4675
262	38	22	4676
263	38	23	4677
264	38	24	4678
265	38	25	4679
266	38	26	4680
267	38	27	4681
268	38	28	4682
269	38	29	4683
270	38	30	4684
271	38	31	4685
272	38	32	4686
273	38	33	4687
274	38	34	4688
275	38	35	4689
276	38	36	4690
277	38	37	4691
278	38	38	4692
279	38	39	4693
280	38	40	4694
281	38	41	4695
282	38	42	4696
283	38	43	4697
284	38	44	4698
285	38	45	4699
286	38	46	4700
287	38	47	4701
288	38	48	4702
289	38	49	4703
290	38	50	4704
291	38	51	4705
292	38	52	4706
293	38	53	4707
294	38	54	4708
295	38	55	4709
296	40	0	5606
297	40	1	5607
298	40	2	5608
299	40	3	5609
300	40	4	5610
301	40	5	5611
302	40	6	5612
303	40	7	5613
304	40	8	5614
305	40	9	5615
306	40	10	5616
307	40	11	5617
308	40	12	5618
309	40	13	5619
310	40	14	5620
311	40	15	5621
312	40	16	5622
313	40	17	5623
314	40	18	5624
315	40	19	5625
316	40	20	5626
317	40	21	5627
318	40	22	5628
319	40	23	5629
320	40	24	5630
321	40	25	5631
322	40	26	5632
323	40	27	5633
324	40	28	5634
325	40	29	5635
326	40	30	5636
327	40	31	5637
328	40	32	5638
329	40	33	5639
330	40	34	5640
331	40	35	5641
332	40	36	5642
333	40	37	5643
334	40	38	5644
335	40	39	5645
336	40	40	5646
337	40	41	5647
338	40	42	5648
339	40	43	5649
340	40	44	5650
341	40	45	5651
342	40	46	5652
343	40	47	5653
344	40	48	5654
345	40	49	5655
346	40	50	5656
347	40	51	5657
348	40	52	5658
349	40	53	5659
350	40	54	5660
351	40	55	5661
352	41	0	5662
353	41	1	5663
354	42	0	5664
355	42	1	5665
356	42	2	5666
357	42	3	5667
358	42	4	5668
359	42	5	5669
360	42	6	5670
361	42	7	5671
362	43	0	5920
363	43	1	5921
364	43	2	5922
365	43	3	5923
366	43	4	5924
367	43	5	5925
368	43	6	5926
369	43	7	5927
370	43	8	5928
371	43	9	5929
372	43	10	5930
373	43	11	5931
374	43	12	5932
375	43	13	5933
376	43	14	5934
377	43	15	5935
378	44	0	5936
379	44	1	5937
380	47	0	6195
381	47	1	6196
382	47	2	6197
383	47	3	6198
384	47	4	6199
385	47	5	6200
386	47	6	6201
387	47	7	6202
388	48	4294967295	6259
389	46	4294967295	6194
390	52	0	6389
391	51	48	6373
392	53	4294967295	6405
393	54	4294967295	6406
