slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	1	0	0	0	1	0	0	0	2048	0	0	0	2048	1177	0	3373	1846	1711	135	6396	rmsnorm	8	1177	91	3282	1846
1	2	0	0	1	32	16	32	1	3072	1024	1024	7168	1024	1024	0	10240	2320	817	19161	2571	2313	258	24869	gemm	0	2320	6889	13089	2571
2	5	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1347	0	1306	161	30	131	2814	rope	0	1347	0	1306	161
3	6	0	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1162	0	1012	172	30	142	2346	kvappend	0	1162	0	1012	172
4	8	0	5	0	0	0	0	1	0	0	0	26624	0	0	0	26624	1858	0	66271	168	38	130	68297	attention	2	1858	56	66215	168
5	9	0	0	0	32	16	32	1	3072	1024	1024	10240	2048	2048	0	14336	3134	1862	27917	3849	3711	138	36762	gemm	0	3134	14213	15566	3849
6	10	0	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1124	0	4014	1082	932	150	6220	rmsnorm	8	1124	90	3924	1082
7	11	0	0	0	32	16	32	1	3072	1024	0	9216	1024	1024	0	11264	2177	673	22409	2882	2381	501	28141	gemm	0	2177	7760	15322	2882
8	13	0	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1384	0	6936	169	34	135	8489	elementwise	0	1384	0	6936	169
9	14	0	0	0	32	16	32	1	3072	1024	1024	13312	2048	2048	0	17408	2254	950	35188	3835	3703	132	42227	gemm	0	2254	15029	21109	3835
10	15	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1143	0	3309	2005	1869	136	6457	rmsnorm	8	1143	93	3216	2005
11	17	0	0	0	32	16	32	1	3072	1024	0	7168	1024	1024	0	9216	2237	905	16882	2600	2281	319	22624	gemm	0	2237	8024	9763	2600
12	20	0	2	1	0	0	0	1	0	1024	0	1024	0	0	0	2048	1352	0	1907	446	30	416	3705	rope	0	1352	0	1907	446
13	21	0	3	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1374	0	1094	179	46	133	2647	kvappend	0	1374	0	1094	179
14	23	0	5	0	0	0	0	1	0	0	0	25600	1024	1024	0	26624	2054	0	64750	166	30	136	66970	attention	2	2054	56	64694	166
15	24	0	0	0	32	16	32	1	3072	0	1024	8192	2048	2048	0	11264	2059	955	22351	3924	3627	297	29289	gemm	0	2059	12813	10493	3924
16	25	0	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1551	0	3752	1735	1606	129	7038	rmsnorm	8	1551	103	3649	1735
17	26	0	0	0	32	16	32	1	3072	1024	1024	7168	1024	1024	0	10240	2241	893	18803	2981	2678	303	24918	gemm	0	2241	8122	11574	2981
18	28	0	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1411	0	6410	165	33	132	7986	elementwise	0	1411	0	6410	165
19	29	0	0	0	32	16	32	1	3072	1024	0	13312	2048	2048	0	16384	2233	918	34956	3663	3510	153	41770	gemm	0	2233	15879	19995	3663
20	0	1	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1125	0	3421	1792	1658	134	6338	rmsnorm	8	1125	92	3329	1792
21	2	1	0	0	32	16	32	1	3072	1024	1024	7168	1024	1024	0	10240	2193	1045	19126	2355	2164	191	24719	gemm	0	2193	6870	13301	2355
22	5	1	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1352	0	1441	162	32	130	2955	rope	0	1352	0	1441	162
