slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kloop_measured	k_iterations	kloop_body_cycles	kloop_wait_cycles	kloop_fixed_cycles	kloop_body_ns	kloop_wait_ns	kloop_fixed_ns	kloop_iteration_ns
0	0	0	1	1	0	0	0	1	0	1024	0	1024	0	0	0	2048	1336	0	2300	1949	1820	129	5585	0	0	0	0	0	0.0	0.0	0.0	0.0
1	2	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2140	1079	9351	1311	1182	129	13881	1	8	7641	1568	142	3382.0548951804626	694.0272314674735	62.85195591095743	509.510265830992
2	5	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1273	0	1607	159	30	129	3039	0	0	0	0	0	0.0	0.0	0.0	0.0
3	6	0	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1121	0	962	160	30	130	2243	0	0	0	0	0	0.0	0.0	0.0	0.0
4	8	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1672	0	7970	162	30	132	9804	0	0	0	0	0	0.0	0.0	0.0	0.0
5	9	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2167	996	9323	2002	1872	130	14488	1	8	7793	1312	218	2754.014356709001	463.65543898398676	77.04030922142462	402.20872446162343
6	10	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1333	0	2397	1932	1803	129	5662	0	0	0	0	0	0.0	0.0	0.0	0.0
7	11	0	0	1	32	16	64	1	6144	1024	1024	4096	0	0	0	6144	2159	1100	9541	1083	952	131	13883	1	8	7307	2114	120	3233.754087733199	935.5626305553556	53.10667723114601	521.1645897860693
8	13	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1295	0	6217	160	30	130	7672	0	0	0	0	0	0.0	0.0	0.0	0.0
9	14	0	0	1	32	16	64	1	6144	1024	0	8192	0	0	0	9216	2144	1027	18372	2256	2123	133	23799	1	16	14950	3209	213	5789.285264086726	1242.66330518089	82.48279339468044	439.496785579226
10	15	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1286	0	2401	1837	1708	129	5524	0	0	0	0	0	0.0	0.0	0.0	0.0
11	17	0	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2144	1015	9338	1445	1150	295	13942	1	8	7711	1443	184	2831.754411131832	529.9211017070721	67.57136709223927	420.209439104863
12	20	0	2	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1273	0	1645	159	30	129	3077	0	0	0	0	0	0.0	0.0	0.0	0.0
13	21	0	3	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1111	0	910	160	30	130	2181	0	0	0	0	0	0.0	0.0	0.0	0.0
14	23	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1660	0	8247	160	30	130	10067	0	0	0	0	0	0.0	0.0	0.0	0.0
15	24	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2205	1018	9417	1546	1415	131	14186	1	8	7888	1333	196	3416.3169321866626	577.3263781192725	84.88819963344142	499.2054137882419
16	25	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1361	0	2387	1859	1730	129	5607	0	0	0	0	0	0.0	0.0	0.0	0.0
17	26	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2215	1004	9779	2087	1796	291	15085	1	8	7658	1904	217	3119.0422273781905	775.4839907192576	88.38236658932715	486.815777262181
18	28	0	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1321	0	6414	160	30	130	7895	0	0	0	0	0	0.0	0.0	0.0	0.0
19	29	0	0	1	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2209	1032	18345	2030	1900	130	23616	1	16	15043	3086	216	5870.439024390244	1204.2926829268292	84.29268292682927	442.1707317073171
20	0	1	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1341	0	2393	1905	1776	129	5639	0	0	0	0	0	0.0	0.0	0.0	0.0
21	2	1	0	0	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2146	1011	9395	1484	1184	300	14036	1	8	7688	1486	221	3365.2801367911084	650.4690795098319	96.73867198632088	501.9686520376176
22	5	1	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1274	0	1618	159	30	129	3051	0	0	0	0	0	0.0	0.0	0.0	0.0
23	6	1	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1113	0	949	160	30	130	2222	0	0	0	0	0	0.0	0.0	0.0	0.0
24	8	1	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1669	0	7948	161	30	131	9778	0	0	0	0	0	0.0	0.0	0.0	0.0
25	9	1	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2177	1038	9371	2013	1883	130	14599	1	8	7739	1440	192	3256.9639016370984	606.0250702102884	80.80334269470512	482.87362148092336
26	10	1	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1349	0	2352	1899	1769	130	5600	0	0	0	0	0	0.0	0.0	0.0	0.0
27	11	1	0	0	32	16	64	1	6144	0	1024	4096	0	0	0	5120	2166	1016	9403	1085	954	131	13670	1	8	7078	2117	208	2651.0138990490127	792.9070958302854	77.90490124359913	430.4901243599122
28	13	1	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1297	0	6388	160	30	130	7845	0	0	0	0	0	0.0	0.0	0.0	0.0
29	14	1	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2174	1013	18256	2260	2130	130	23703	1	16	15036	2996	224	5846.170358182509	1164.8793823566637	87.09378559675991	438.1906087836983
30	15	1	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1266	0	2347	1858	1729	129	5471	0	0	0	0	0	0.0	0.0	0.0	0.0
31	17	1	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2153	1068	9262	1480	1179	301	13963	1	8	7511	1609	142	3304.990618062021	707.992265272506	62.48284752560338	501.6228604168159
32	20	1	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1274	0	1619	159	30	129	3052	0	0	0	0	0	0.0	0.0	0.0	0.0
33	21	1	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1096	0	1228	159	30	129	2483	0	0	0	0	0	0.0	0.0	0.0	0.0
34	23	1	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1658	0	8157	160	30	130	9975	0	0	0	0	0	0.0	0.0	0.0	0.0
35	24	1	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2189	1018	9389	1498	1368	130	14094	1	8	7585	1588	216	2755.4420320703844	576.8809422449269	78.46743295019157	416.54037178941394
36	25	1	1	0	0	0	0	1	0	1024	0	0	1024	1024	0	2048	1334	0	2336	1898	1769	129	5568	0	0	0	0	0	0.0	0.0	0.0	0.0
37	26	1	0	0	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2196	1323	9982	1898	1767	131	15399	1	8	7699	1721	562	3071.800506526398	686.6565361387103	224.2306643288525	469.8071303331385
38	28	1	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1288	0	6400	160	30	130	7848	0	0	0	0	0	0.0	0.0	0.0	0.0
39	29	1	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2182	1044	18275	2011	1881	130	23512	1	16	15181	2919	175	5950.497448111603	1144.160598843144	68.59476012249064	443.4161279346717
40	0	2	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1277	0	2264	1855	1726	129	5396	0	0	0	0	0	0.0	0.0	0.0	0.0
41	2	2	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2086	1041	9313	1288	1159	129	13728	1	8	7829	1317	167	2919.9067599067603	491.1888111888112	62.28438228438229	426.3869463869464
42	5	2	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1241	0	1855	408	30	378	3504	0	0	0	0	0	0.0	0.0	0.0	0.0
43	6	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1071	0	936	160	30	130	2167	0	0	0	0	0	0.0	0.0	0.0	0.0
44	8	2	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1633	0	7823	162	30	132	9618	0	0	0	0	0	0.0	0.0	0.0	0.0
45	9	2	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2117	1031	9307	1971	1841	130	14426	1	8	7719	1388	200	3287.504228476362	591.1459864134202	85.1795369471787	484.83127686122276
46	10	2	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1286	0	2291	1838	1709	129	5415	0	0	0	0	0	0.0	0.0	0.0	0.0
