worker	slot	stage	logical_task	dependency_begin	dependency_count	wait_begin	wait_count
0	0	0	0	0	0	0	0
0	1	2	0	1	1	0	3
0	2	1	0	0	1	3	0
0	3	3	0	2	1	3	0
0	4	5	0	4	1	3	1
0	5	4	0	3	1	4	1
0	6	7	0	6	1	5	1
0	7	6	0	5	1	6	0
0	8	8	0	7	3	6	2
0	9	9	0	10	1	8	15
0	10	10	0	11	1	23	3
0	11	11	0	12	1	26	3
0	12	12	0	13	1	29	0
0	13	13	0	14	2	29	14
0	14	14	0	16	2	43	3
0	15	15	0	18	1	46	3
0	16	17	0	20	1	49	3
0	17	16	0	19	1	52	0
0	18	18	0	21	1	52	0
0	19	20	0	23	1	52	1
0	20	19	0	22	1	53	1
0	21	22	0	25	1	54	1
0	22	21	0	24	1	55	0
0	23	23	0	26	3	55	2
0	24	24	0	29	2	57	15
0	25	25	0	31	1	72	3
0	26	26	0	32	1	75	3
0	27	27	0	33	1	78	0
0	28	28	0	34	2	78	14
0	29	29	0	36	2	92	3
1	0	0	1	0	0	95	0
1	1	2	1	1	1	95	3
1	2	1	1	0	1	98	0
1	3	3	1	2	1	98	0
1	4	5	1	4	1	98	1
1	5	4	1	3	1	99	1
1	6	7	1	6	1	100	1
1	7	6	1	5	1	101	0
1	8	8	1	7	3	101	2
1	9	9	1	10	1	103	15
1	10	10	1	11	1	118	3
1	11	11	1	12	1	121	3
1	12	12	1	13	1	124	0
1	13	13	1	14	2	124	14
1	14	14	1	16	2	138	3
1	15	15	1	18	1	141	3
1	16	17	1	20	1	144	3
1	17	16	1	19	1	147	0
1	18	18	1	21	1	147	0
1	19	20	1	23	1	147	1
1	20	19	1	22	1	148	1
1	21	22	1	25	1	149	1
1	22	21	1	24	1	150	0
1	23	23	1	26	3	150	2
1	24	24	1	29	2	152	15
1	25	25	1	31	1	167	3
1	26	26	1	32	1	170	3
1	27	27	1	33	1	173	0
1	28	28	1	34	2	173	14
1	29	29	1	36	2	187	3
2	0	0	2	0	0	190	0
2	1	1	2	0	1	190	3
2	2	5	2	4	1	193	1
2	3	4	2	3	1	194	1
2	4	7	2	6	1	195	1
2	5	6	2	5	1	196	0
2	6	8	2	7	3	196	2
2	7	9	2	10	1	198	15
2	8	10	2	11	1	213	3
2	9	11	2	12	1	216	3
2	10	12	2	13	1	219	0
2	11	13	2	14	2	219	14
2	12	14	2	16	2	233	3
2	13	15	2	18	1	236	3
2	14	16	2	19	1	239	3
2	15	20	2	23	1	242	1
2	16	19	2	22	1	243	1
2	17	22	2	25	1	244	1
2	18	21	2	24	1	245	0
2	19	23	2	26	3	245	2
2	20	24	2	29	2	247	15
2	21	25	2	31	1	262	3
2	22	26	2	32	1	265	3
2	23	27	2	33	1	268	0
2	24	28	2	34	2	268	14
2	25	29	2	36	2	282	3
