worker	slot	stage	logical_task	dependency_begin	dependency_count	wait_begin	wait_count
3	0	0	3	0	0	285	0
3	1	1	3	0	1	285	3
3	2	5	3	4	1	288	1
3	3	4	3	3	1	289	1
3	4	7	3	6	1	290	1
3	5	6	3	5	1	291	0
3	6	8	3	7	3	291	2
3	7	9	3	10	1	293	15
3	8	10	3	11	1	308	3
3	9	11	3	12	1	311	3
3	10	12	3	13	1	314	0
3	11	13	3	14	2	314	14
3	12	14	3	16	2	328	3
3	13	15	3	18	1	331	3
3	14	16	3	19	1	334	3
3	15	20	3	23	1	337	1
3	16	19	3	22	1	338	1
3	17	22	3	25	1	339	1
3	18	21	3	24	1	340	0
3	19	23	3	26	3	340	2
3	20	24	3	29	2	342	15
3	21	25	3	31	1	357	3
3	22	26	3	32	1	360	3
3	23	27	3	33	1	363	0
3	24	28	3	34	2	363	14
3	25	29	3	36	2	377	3
4	0	5	4	4	1	380	1
4	1	4	4	3	1	381	1
4	2	7	4	6	1	382	1
4	3	6	4	5	1	383	0
4	4	8	4	7	3	383	2
4	5	11	4	12	1	385	4
4	6	12	4	13	1	389	0
4	7	20	4	23	1	389	1
4	8	19	4	22	1	390	1
4	9	22	4	25	1	391	1
4	10	21	4	24	1	392	0
4	11	23	4	26	3	392	2
4	12	26	4	32	1	394	4
4	13	27	4	33	1	398	0
5	0	5	5	4	1	398	1
5	1	4	5	3	1	399	1
5	2	7	5	6	1	400	1
5	3	6	5	5	1	401	0
5	4	8	5	7	3	401	2
5	5	11	5	12	1	403	4
5	6	12	5	13	1	407	0
5	7	20	5	23	1	407	1
5	8	19	5	22	1	408	1
5	9	22	5	25	1	409	1
5	10	21	5	24	1	410	0
5	11	23	5	26	3	410	2
5	12	26	5	32	1	412	4
5	13	27	5	33	1	416	0
6	0	5	6	4	1	416	1
6	1	4	6	3	1	417	1
6	2	7	6	6	1	418	1
6	3	6	6	5	1	419	0
6	4	8	6	7	3	419	2
6	5	11	6	12	1	421	4
6	6	12	6	13	1	425	0
6	7	20	6	23	1	425	1
6	8	19	6	22	1	426	1
6	9	22	6	25	1	427	1
6	10	21	6	24	1	428	0
6	11	23	6	26	3	428	2
6	12	26	6	32	1	430	4
6	13	27	6	33	1	434	0
7	0	5	7	4	1	434	1
7	1	4	7	3	1	435	1
7	2	7	7	6	1	436	1
7	3	6	7	5	1	437	0
7	4	8	7	7	3	437	2
7	5	11	7	12	1	439	4
7	6	12	7	13	1	443	0
7	7	20	7	23	1	443	1
7	8	19	7	22	1	444	1
7	9	22	7	25	1	445	1
7	10	21	7	24	1	446	0
7	11	23	7	26	3	446	2
7	12	26	7	32	1	448	4
7	13	27	7	33	1	452	0
8	0	4	8	3	1	452	1
8	1	8	8	7	3	453	2
8	2	19	8	22	1	455	1
8	3	23	8	26	3	456	2
9	0	4	9	3	1	458	1
9	1	8	9	7	3	459	2
9	2	19	9	22	1	461	1
9	3	23	9	26	3	462	2
10	0	4	10	3	1	464	1
10	1	8	10	7	3	465	2
10	2	19	10	22	1	467	1
10	3	23	10	26	3	468	2
11	0	4	11	3	1	470	1
11	1	8	11	7	3	471	2
11	2	19	11	22	1	473	1
11	3	23	11	26	3	474	2
12	0	4	12	3	1	476	1
12	1	8	12	7	3	477	2
12	2	19	12	22	1	479	1
12	3	23	12	26	3	480	2
13	0	4	13	3	1	482	1
13	1	8	13	7	3	483	2
13	2	19	13	22	1	485	1
13	3	23	13	26	3	486	2
14	0	4	14	3	1	488	1
14	1	8	14	7	3	489	2
14	2	19	14	22	1	491	1
14	3	23	14	26	3	492	2
15	0	4	15	3	1	494	1
15	1	8	15	7	3	495	2
15	2	19	15	22	1	497	1
15	3	23	15	26	3	498	2
