slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794418059065344	1099169551634	1789794418059066368	1099169552946	1789794418059066368	1099169552946	1789794418059067392	1099169555766	1789794418059067392	1099169557492	1789794418059067392	1099169557622	0	0	0	0	89	8
1	0	32	16	64	1	6144	1789794418059069440	1099169561965	1789794418059070464	1099169564097	1789794418059070464	1099169565093	1789794418059074560	1099169574564	1789794418059074560	1099169575778	1789794418059075584	1099169575908	1099169565219	1099169574470	1399	8	0	0
2	2	0	0	0	1	0	1789794418059076608	1099169580957	1789794418059077632	1099169582197	1789794418059077632	1099169582197	1789794418059078656	1099169583723	1789794418059078656	1099169583753	1789794418059078656	1099169583882	0	0	0	0	0	0
3	3	0	0	0	1	0	1789794418059079680	1099169587478	1789794418059079680	1099169588597	1789794418059079680	1099169588597	1789794418059080704	1099169589509	1789794418059080704	1099169589539	1789794418059080704	1099169589668	0	0	0	0	0	0
4	5	0	0	0	1	0	1789794418059082752	1099169595004	1789794418059083776	1099169596637	1789794418059083776	1099169596637	1789794418059086848	1099169605090	1789794418059086848	1099169605120	1789794418059086848	1099169605249	0	0	0	0	52	2
5	0	32	16	64	1	6144	1789794418059088896	1099169610445	1789794418059089920	1099169612599	1789794418059089920	1099169613709	1789794418059094016	1099169623202	1789794418059095040	1099169625354	1789794418059095040	1099169625483	1099169613735	1099169623108	1758	8	0	0
6	1	0	0	0	1	0	1789794418059097088	1099169630706	1789794418059097088	1099169631947	1789794418059097088	1099169631947	1789794418059098112	1099169634864	1789794418059099136	1099169636581	1789794418059099136	1099169636712	0	0	0	0	89	8
7	0	32	16	64	1	6144	1789794418059101184	1099169641292	1789794418059102208	1099169643469	1789794418059102208	1099169644584	1789794418059106304	1099169654546	1789794418059106304	1099169655521	1789794418059106304	1099169655651	1099169644610	1099169654452	2284	8	0	0
8	4	0	0	0	1	0	1789794418059108352	1099169660670	1789794418059109376	1099169661943	1789794418059109376	1099169661943	1789794418059111424	1099169668298	1789794418059111424	1099169668328	1789794418059111424	1099169668458	0	0	0	0	0	0
9	0	32	16	64	1	6144	1789794418059113472	1099169673295	1789794418059114496	1099169675460	1789794418059115520	1099169676562	1789794418059122688	1099169694866	1789794418059123712	1099169697088	1789794418059123712	1099169697218	1099169676588	1099169694772	3355	16	0	0
10	1	0	0	0	1	0	1789794418059125760	1099169702426	1789794418059125760	1099169703675	1789794418059125760	1099169703675	1789794418059126784	1099169706585	1789794418059127808	1099169708298	1789794418059127808	1099169708428	0	0	0	0	89	8
11	0	32	16	64	1	6144	1789794418059129856	1099169713016	1789794418059130880	1099169715174	1789794418059130880	1099169716277	1789794418059134976	1099169725606	1789794418059134976	1099169727127	1789794418059134976	1099169727388	1099169716303	1099169725512	1938	8	0	0
12	2	0	0	0	1	0	1789794418059137024	1099169732616	1789794418059138048	1099169733853	1789794418059138048	1099169733853	1789794418059138048	1099169735377	1789794418059138048	1099169735407	1789794418059138048	1099169735536	0	0	0	0	0	0
13	3	0	0	0	1	0	1789794418059140096	1099169739090	1789794418059140096	1099169740225	1789794418059140096	1099169740225	1789794418059141120	1099169741145	1789794418059141120	1099169741175	1789794418059141120	1099169741305	0	0	0	0	0	0
14	5	0	0	0	1	0	1789794418059143168	1099169746593	1789794418059143168	1099169748221	1789794418059143168	1099169748221	1789794418059147264	1099169756822	1789794418059147264	1099169756852	1789794418059147264	1099169756981	0	0	0	0	52	2
15	0	32	16	64	1	6144	1789794418059149312	1099169761919	1789794418059150336	1099169764095	1789794418059150336	1099169765193	1789794418059154432	1099169774506	1789794418059154432	1099169775933	1789794418059154432	1099169776063	1099169765219	1099169774412	1551	8	0	0
16	1	0	0	0	1	0	1789794418059156480	1099169781246	1789794418059157504	1099169782530	1789794418059157504	1099169782530	1789794418059158528	1099169785437	1789794418059158528	1099169787163	1789794418059158528	1099169787293	0	0	0	0	89	8
17	0	32	16	64	1	6144	1789794418059160576	1099169791785	1789794418059161600	1099169793944	1789794418059162624	1099169795539	1789794418059166720	1099169805473	1789794418059166720	1099169806704	1789794418059166720	1099169806981	1099169795565	1099169805379	3098	8	0	0
18	4	0	0	0	1	0	1789794418059168768	1099169812062	1789794418059169792	1099169813317	1789794418059169792	1099169813317	1789794418059171840	1099169819678	1789794418059171840	1099169819708	1789794418059171840	1099169819838	0	0	0	0	0	0
19	0	32	16	64	1	6144	1789794418059173888	1099169824632	1789794418059174912	1099169826797	1789794418059174912	1099169827902	1789794418059182080	1099169846184	1789794418059183104	1099169847893	1789794418059183104	1099169848022	1099169827928	1099169846090	3145	16	0	0
20	1	0	0	0	1	0	1789794418059185152	1099169853357	1789794418059186176	1099169854595	1789794418059186176	1099169854595	1789794418059187200	1099169857496	1789794418059187200	1099169859340	1789794418059188224	1099169859470	0	0	0	0	89	8
21	0	32	16	64	1	6144	1789794418059189248	1099169863995	1789794418059190272	1099169866154	1789794418059191296	1099169867261	1789794418059194368	1099169876572	1789794418059195392	1099169877822	1789794418059195392	1099169878098	1099169867287	1099169876478	1926	8	0	0
22	2	0	0	0	1	0	1789794418059197440	1099169883387	1789794418059197440	1099169884615	1789794418059197440	1099169884615	1789794418059198464	1099169886132	1789794418059198464	1099169886162	1789794418059198464	1099169886291	0	0	0	0	0	0
23	3	0	0	0	1	0	1789794418059199488	1099169889383	1789794418059200512	1099169890525	1789794418059200512	1099169890525	1789794418059200512	1099169891383	1789794418059200512	1099169891413	1789794418059200512	1099169891542	0	0	0	0	0	0
24	5	0	0	0	1	0	1789794418059202560	1099169896615	1789794418059203584	1099169898246	1789794418059203584	1099169898246	1789794418059206656	1099169906294	1789794418059206656	1099169906324	1789794418059206656	1099169906453	0	0	0	0	52	2
25	0	32	16	64	1	6144	1789794418059208704	1099169911570	1789794418059209728	1099169913719	1789794418059209728	1099169914819	1789794418059213824	1099169924050	1789794418059213824	1099169925456	1789794418059213824	1099169925586	1099169914845	1099169923956	1425	8	0	0
26	1	0	0	0	1	0	1789794418059215872	1099169930618	1789794418059216896	1099169931846	1789794418059216896	1099169931846	1789794418059217920	1099169934636	1789794418059217920	1099169936427	1789794418059217920	1099169936557	0	0	0	0	89	8
27	0	32	16	64	1	6144	1789794418059219968	1099169941625	1789794418059220992	1099169943757	1789794418059222016	1099169944859	1789794418059225088	1099169954151	1789794418059226112	1099169955091	1789794418059226112	1099169955367	1099169944885	1099169954057	1463	8	0	0
28	4	0	0	0	1	0	1789794418059229184	1099169962622	1789794418059229184	1099169963900	1789794418059229184	1099169963900	1789794418059232256	1099169970375	1789794418059232256	1099169970405	1789794418059232256	1099169970535	0	0	0	0	0	0
29	0	32	16	64	1	6144	1789794418059234304	1099169975447	1789794418059234304	1099169977543	1789794418059235328	1099169978656	1789794418059242496	1099169997012	1789794418059243520	1099169998867	1789794418059243520	1099169998996	1099169978682	1099169996918	3290	16	0	0
30	1	0	0	0	1	0	1789794418059245568	1099170004077	1789794418059245568	1099170005321	1789794418059245568	1099170005321	1789794418059246592	1099170008124	1789794418059247616	1099170009934	1789794418059247616	1099170010065	0	0	0	0	89	8
31	0	32	16	64	1	6144	1789794418059249664	1099170014634	1789794418059250688	1099170016760	1789794418059250688	1099170017871	1789794418059254784	1099170027133	1789794418059254784	1099170028089	1789794418059254784	1099170028219	1099170017897	1099170027039	1429	8	0	0
32	2	0	0	0	1	0	1789794418059256832	1099170033326	1789794418059256832	1099170034570	1789794418059256832	1099170034570	1789794418059257856	1099170036116	1789794418059257856	1099170036146	1789794418059257856	1099170036275	0	0	0	0	0	0
33	3	0	0	0	1	0	1789794418059258880	1099170039612	1789794418059259904	1099170040725	1789794418059259904	1099170040725	1789794418059259904	1099170041668	1789794418059259904	1099170041698	1789794418059259904	1099170041828	0	0	0	0	0	0
34	5	0	0	0	1	0	1789794418059261952	1099170047000	1789794418059262976	1099170048631	1789794418059262976	1099170048631	1789794418059266048	1099170057171	1789794418059266048	1099170057201	1789794418059266048	1099170057330	0	0	0	0	52	2
35	0	32	16	64	1	6144	1789794418059268096	1099170062591	1789794418059269120	1099170064710	1789794418059270144	1099170065799	1789794418059273216	1099170075125	1789794418059274240	1099170076538	1789794418059274240	1099170076667	1099170065825	1099170075031	1682	8	0	0
36	1	0	0	0	1	0	1789794418059276288	1099170081886	1789794418059276288	1099170083203	1789794418059276288	1099170083203	1789794418059277312	1099170086010	1789794418059278336	1099170087818	1789794418059278336	1099170087948	0	0	0	0	89	8
37	0	32	16	64	1	6144	1789794418059280384	1099170092633	1789794418059281408	1099170094735	1789794418059281408	1099170095835	1789794418059285504	1099170105138	1789794418059285504	1099170106084	1789794418059285504	1099170106214	1099170095861	1099170105044	1741	8	0	0
38	4	0	0	0	1	0	1789794418059287552	1099170111208	1789794418059288576	1099170112479	1789794418059288576	1099170112479	1789794418059290624	1099170118841	1789794418059290624	1099170118871	1789794418059290624	1099170119001	0	0	0	0	0	0
39	0	32	16	64	1	6144	1789794418059292672	1099170123845	1789794418059293696	1099170125971	1789794418059293696	1099170127084	1789794418059300864	1099170145406	1789794418059301888	1099170147528	1789794418059301888	1099170147658	1099170127110	1099170145312	3224	16	0	0
40	1	0	0	0	1	0	1789794418059065344	1099760000475	1789794418059066368	1099760001826	1789794418059066368	1099760001826	1789794418059067392	1099760004733	1789794418059067392	1099760006463	1789794418059067392	1099760006594	0	0	0	0	89	8
41	0	32	16	64	1	6144	1789794418059069440	1099760011195	1789794418059070464	1099760013388	1789794418059070464	1099760014458	1789794418059074560	1099760023971	1789794418059075584	1099760025182	1789794418059075584	1099760025312	1099760014606	1099760023877	1779	8	0	0
