wait_index	producer	group
238	14	3
239	15	0
240	15	1
241	15	3
242	17	4294967295
243	16	4294967295
244	18	4294967295
245	21	4294967295
246	22	4294967295
247	23	0
248	23	1
249	23	3
250	23	4
251	23	5
252	23	6
253	23	7
254	23	8
255	23	9
256	23	10
257	23	11
258	23	12
259	23	13
260	23	14
261	23	15
262	24	0
263	24	1
264	24	3
265	25	0
266	25	1
267	25	3
268	26	0
269	26	1
270	26	3
271	26	4
272	26	5
273	26	6
274	26	7
275	27	0
276	27	1
277	27	3
278	27	4
279	27	5
280	27	6
281	27	7
282	28	0
283	28	1
284	28	3
285	0	0
286	0	1
287	0	2
288	2	4294967295
289	1	4294967295
290	3	4294967295
291	6	4294967295
292	7	4294967295
293	8	0
294	8	1
295	8	2
296	8	4
297	8	5
298	8	6
299	8	7
300	8	8
301	8	9
302	8	10
303	8	11
304	8	12
305	8	13
306	8	14
307	8	15
308	9	0
309	9	1
310	9	2
311	10	0
312	10	1
313	10	2
314	11	0
315	11	1
316	11	2
317	11	4
318	11	5
319	11	6
320	11	7
321	12	0
322	12	1
323	12	2
324	12	4
325	12	5
326	12	6
327	12	7
328	13	0
329	13	1
330	13	2
331	14	0
332	14	1
333	14	2
334	15	0
335	15	1
336	15	2
337	17	4294967295
338	16	4294967295
339	18	4294967295
340	21	4294967295
341	22	4294967295
342	23	0
343	23	1
344	23	2
345	23	4
346	23	5
347	23	6
348	23	7
349	23	8
350	23	9
351	23	10
352	23	11
353	23	12
354	23	13
355	23	14
356	23	15
357	24	0
358	24	1
359	24	2
360	25	0
361	25	1
362	25	2
363	26	0
364	26	1
365	26	2
366	26	4
367	26	5
368	26	6
369	26	7
370	27	0
371	27	1
372	27	2
373	27	4
374	27	5
375	27	6
376	27	7
377	28	0
378	28	1
379	28	2
380	2	4294967295
381	1	4294967295
382	3	4294967295
383	6	4294967295
384	7	4294967295
385	10	0
386	10	1
387	10	2
388	10	3
389	17	4294967295
390	16	4294967295
391	18	4294967295
392	21	4294967295
393	22	4294967295
394	25	0
395	25	1
396	25	2
397	25	3
398	2	4294967295
399	1	4294967295
400	3	4294967295
401	6	4294967295
402	7	4294967295
403	10	0
404	10	1
405	10	2
406	10	3
407	17	4294967295
408	16	4294967295
409	18	4294967295
410	21	4294967295
411	22	4294967295
412	25	0
413	25	1
414	25	2
415	25	3
416	2	4294967295
417	1	4294967295
418	3	4294967295
419	6	4294967295
420	7	4294967295
421	10	0
422	10	1
423	10	2
424	10	3
425	17	4294967295
426	16	4294967295
427	18	4294967295
428	21	4294967295
429	22	4294967295
430	25	0
431	25	1
432	25	2
433	25	3
434	2	4294967295
435	1	4294967295
436	3	4294967295
437	6	4294967295
438	7	4294967295
439	10	0
440	10	1
441	10	2
442	10	3
443	17	4294967295
444	16	4294967295
445	18	4294967295
446	21	4294967295
447	22	4294967295
448	25	0
449	25	1
450	25	2
451	25	3
452	1	4294967295
453	6	4294967295
454	7	4294967295
455	16	4294967295
456	21	4294967295
457	22	4294967295
458	1	4294967295
459	6	4294967295
460	7	4294967295
461	16	4294967295
462	21	4294967295
463	22	4294967295
464	1	4294967295
465	6	4294967295
466	7	4294967295
467	16	4294967295
468	21	4294967295
469	22	4294967295
470	1	4294967295
471	6	4294967295
472	7	4294967295
473	16	4294967295
474	21	4294967295
475	22	4294967295
476	1	4294967295
477	6	4294967295
478	7	4294967295
479	16	4294967295
480	21	4294967295
481	22	4294967295
482	1	4294967295
483	6	4294967295
484	7	4294967295
485	16	4294967295
486	21	4294967295
487	22	4294967295
488	1	4294967295
489	6	4294967295
490	7	4294967295
491	16	4294967295
492	21	4294967295
493	22	4294967295
494	1	4294967295
495	6	4294967295
496	7	4294967295
497	16	4294967295
498	21	4294967295
499	22	4294967295
