workers=512
worker	slot	stage	logical_task
0	0	0	0
0	1	1	0
0	2	5	0
0	3	2	0
0	4	7	0
0	5	9	0
0	6	11	0
0	7	12	0
0	8	13	0
0	9	14	0
0	10	15	0
0	11	17	0
0	12	16	0
0	13	19	0
0	14	20	0
0	15	21	0
0	16	22	0
0	17	23	0
0	18	27	0
0	19	24	0
0	20	29	0
0	21	31	0
0	22	33	0
0	23	34	0
0	24	35	0
0	25	36	0
0	26	37	0
0	27	39	0
0	28	38	0
0	29	41	0
0	30	42	0
0	31	43	0
0	32	44	0
0	33	45	0
0	34	49	0
0	35	46	0
0	36	51	0
0	37	53	0
0	38	55	0
0	39	56	0
0	40	57	0
0	41	58	0
0	42	59	0
0	43	61	0
0	44	60	0
0	45	63	0
0	46	64	0
0	47	65	0
0	48	66	0
0	49	67	0
0	50	71	0
0	51	68	0
0	52	73	0
0	53	75	0
0	54	77	0
0	55	78	0
0	56	79	0
0	57	80	0
0	58	81	0
0	59	83	0
0	60	82	0
0	61	85	0
0	62	86	0
0	63	87	0
1	0	1	1
1	1	5	1
1	2	2	1
1	3	7	1
1	4	9	1
1	5	11	1
1	6	12	1
1	7	13	1
1	8	15	1
1	9	17	1
1	10	16	1
1	11	20	1
1	12	21	1
1	13	23	1
1	14	27	1
1	15	24	1
1	16	29	1
1	17	31	1
1	18	33	1
1	19	34	1
1	20	35	1
1	21	37	1
1	22	39	1
1	23	38	1
1	24	42	1
1	25	43	1
1	26	45	1
1	27	49	1
1	28	46	1
1	29	51	1
1	30	53	1
1	31	55	1
1	32	56	1
1	33	57	1
1	34	59	1
1	35	61	1
1	36	60	1
1	37	64	1
1	38	65	1
1	39	67	1
1	40	71	1
1	41	68	1
1	42	73	1
1	43	75	1
1	44	77	1
1	45	78	1
1	46	79	1
1	47	81	1
1	48	83	1
1	49	82	1
1	50	86	1
1	51	87	1
2	0	1	2
2	1	5	2
2	2	2	2
2	3	7	2
2	4	9	2
2	5	11	2
2	6	12	2
2	7	13	2
2	8	15	2
2	9	17	2
2	10	16	2
2	11	20	2
2	12	21	2
2	13	23	2
2	14	27	2
2	15	24	2
2	16	29	2
2	17	31	2
2	18	33	2
2	19	34	2
2	20	35	2
2	21	37	2
2	22	39	2
2	23	38	2
2	24	42	2
2	25	43	2
2	26	45	2
2	27	49	2
2	28	46	2
2	29	51	2
2	30	53	2
2	31	55	2
2	32	56	2
2	33	57	2
2	34	59	2
2	35	61	2
2	36	60	2
2	37	64	2
2	38	65	2
2	39	67	2
2	40	71	2
2	41	68	2
2	42	73	2
2	43	75	2
2	44	77	2
2	45	78	2
2	46	79	2
2	47	81	2
2	48	83	2
2	49	82	2
2	50	86	2
2	51	87	2
3	0	1	3
3	1	5	3
3	2	2	3
3	3	7	3
3	4	9	3
3	5	11	3
3	6	12	3
3	7	13	3
3	8	15	3
3	9	17	3
3	10	16	3
3	11	20	3
3	12	21	3
3	13	23	3
3	14	27	3
3	15	24	3
3	16	29	3
3	17	31	3
3	18	33	3
3	19	34	3
3	20	35	3
3	21	37	3
3	22	39	3
3	23	38	3
3	24	42	3
3	25	43	3
3	26	45	3
3	27	49	3
3	28	46	3
3	29	51	3
3	30	53	3
3	31	55	3
3	32	56	3
3	33	57	3
3	34	59	3
3	35	61	3
3	36	60	3
3	37	64	3
3	38	65	3
3	39	67	3
3	40	71	3
3	41	68	3
3	42	73	3
3	43	75	3
3	44	77	3
3	45	78	3
3	46	79	3
3	47	81	3
3	48	83	3
3	49	82	3
3	50	86	3
3	51	87	3
4	0	1	4
4	1	5	4
4	2	2	4
4	3	8	0
4	4	12	4
4	5	13	4
4	6	15	4
4	7	17	4
4	8	16	4
4	9	20	4
4	10	21	4
4	11	23	4
4	12	27	4
4	13	24	4
4	14	30	0
4	15	34	4
4	16	35	4
4	17	37	4
4	18	39	4
4	19	38	4
4	20	42	4
4	21	43	4
4	22	45	4
4	23	49	4
4	24	46	4
4	25	52	0
4	26	56	4
4	27	57	4
4	28	59	4
4	29	61	4
4	30	60	4
4	31	64	4
4	32	65	4
4	33	67	4
4	34	71	4
4	35	68	4
4	36	74	0
4	37	78	4
4	38	79	4
4	39	81	4
4	40	83	4
4	41	82	4
4	42	86	4
4	43	87	4
5	0	1	5
5	1	5	5
5	2	2	5
5	3	8	1
5	4	12	5
5	5	13	5
5	6	15	5
5	7	17	5
5	8	16	5
5	9	20	5
5	10	21	5
5	11	23	5
5	12	27	5
5	13	24	5
5	14	30	1
5	15	34	5
5	16	35	5
5	17	37	5
5	18	39	5
5	19	38	5
5	20	42	5
5	21	43	5
5	22	45	5
5	23	49	5
5	24	46	5
5	25	52	1
5	26	56	5
5	27	57	5
5	28	59	5
5	29	61	5
5	30	60	5
5	31	64	5
5	32	65	5
5	33	67	5
5	34	71	5
5	35	68	5
5	36	74	1
5	37	78	5
5	38	79	5
5	39	81	5
5	40	83	5
5	41	82	5
5	42	86	5
5	43	87	5
6	0	1	6
6	1	5	6
6	2	2	6
6	3	8	2
6	4	12	6
6	5	13	6
6	6	15	6
6	7	17	6
6	8	16	6
6	9	20	6
6	10	21	6
6	11	23	6
6	12	27	6
6	13	24	6
6	14	30	2
6	15	34	6
6	16	35	6
6	17	37	6
6	18	39	6
6	19	38	6
6	20	42	6
6	21	43	6
6	22	45	6
6	23	49	6
6	24	46	6
6	25	52	2
6	26	56	6
6	27	57	6
6	28	59	6
6	29	61	6
6	30	60	6
6	31	64	6
6	32	65	6
6	33	67	6
6	34	71	6
6	35	68	6
6	36	74	2
6	37	78	6
6	38	79	6
6	39	81	6
6	40	83	6
6	41	82	6
6	42	86	6
6	43	87	6
7	0	1	7
7	1	5	7
7	2	2	7
7	3	8	3
7	4	12	7
7	5	13	7
7	6	15	7
7	7	17	7
7	8	16	7
7	9	20	7
7	10	21	7
7	11	23	7
7	12	27	7
7	13	24	7
7	14	30	3
7	15	34	7
7	16	35	7
7	17	37	7
7	18	39	7
7	19	38	7
7	20	42	7
7	21	43	7
7	22	45	7
7	23	49	7
7	24	46	7
7	25	52	3
7	26	56	7
7	27	57	7
7	28	59	7
7	29	61	7
7	30	60	7
7	31	64	7
7	32	65	7
7	33	67	7
7	34	71	7
7	35	68	7
7	36	74	3
7	37	78	7
7	38	79	7
7	39	81	7
7	40	83	7
7	41	82	7
7	42	86	7
7	43	87	7
8	0	1	8
8	1	5	8
8	2	2	8
8	3	10	0
8	4	12	8
8	5	13	8
8	6	15	8
8	7	17	8
8	8	16	8
8	9	20	8
8	10	21	8
8	11	23	8
8	12	27	8
8	13	24	8
8	14	32	0
8	15	34	8
8	16	35	8
8	17	37	8
8	18	39	8
8	19	38	8
8	20	42	8
8	21	43	8
8	22	45	8
8	23	49	8
8	24	46	8
8	25	54	0
8	26	56	8
8	27	57	8
8	28	59	8
8	29	61	8
8	30	60	8
8	31	64	8
8	32	65	8
8	33	67	8
8	34	71	8
8	35	68	8
8	36	76	0
8	37	78	8
8	38	79	8
8	39	81	8
8	40	83	8
8	41	82	8
8	42	86	8
8	43	87	8
9	0	1	9
9	1	5	9
9	2	2	9
9	3	10	1
9	4	12	9
9	5	13	9
9	6	15	9
9	7	17	9
9	8	16	9
9	9	20	9
9	10	21	9
9	11	23	9
9	12	27	9
9	13	24	9
9	14	32	1
9	15	34	9
9	16	35	9
9	17	37	9
9	18	39	9
9	19	38	9
9	20	42	9
9	21	43	9
9	22	45	9
9	23	49	9
9	24	46	9
9	25	54	1
9	26	56	9
9	27	57	9
9	28	59	9
9	29	61	9
9	30	60	9
9	31	64	9
9	32	65	9
9	33	67	9
9	34	71	9
9	35	68	9
9	36	76	1
9	37	78	9
9	38	79	9
9	39	81	9
9	40	83	9
9	41	82	9
9	42	86	9
9	43	87	9
10	0	1	10
10	1	5	10
10	2	2	10
10	3	10	2
10	4	12	10
10	5	13	10
10	6	15	10
10	7	17	10
10	8	16	10
10	9	20	10
10	10	21	10
10	11	23	10
10	12	27	10
10	13	24	10
10	14	32	2
10	15	34	10
10	16	35	10
10	17	37	10
10	18	39	10
10	19	38	10
10	20	42	10
10	21	43	10
10	22	45	10
10	23	49	10
10	24	46	10
10	25	54	2
10	26	56	10
10	27	57	10
10	28	59	10
10	29	61	10
10	30	60	10
10	31	64	10
10	32	65	10
10	33	67	10
10	34	71	10
10	35	68	10
10	36	76	2
10	37	78	10
10	38	79	10
10	39	81	10
10	40	83	10
10	41	82	10
10	42	86	10
10	43	87	10
11	0	1	11
11	1	5	11
11	2	2	11
11	3	10	3
11	4	12	11
11	5	13	11
11	6	15	11
11	7	17	11
11	8	16	11
11	9	20	11
11	10	21	11
11	11	23	11
11	12	27	11
11	13	24	11
11	14	32	3
11	15	34	11
11	16	35	11
11	17	37	11
11	18	39	11
11	19	38	11
11	20	42	11
11	21	43	11
11	22	45	11
11	23	49	11
11	24	46	11
11	25	54	3
11	26	56	11
11	27	57	11
11	28	59	11
11	29	61	11
11	30	60	11
11	31	64	11
11	32	65	11
11	33	67	11
11	34	71	11
11	35	68	11
11	36	76	3
11	37	78	11
11	38	79	11
11	39	81	11
11	40	83	11
11	41	82	11
11	42	86	11
11	43	87	11
12	0	1	12
12	1	5	12
12	2	2	12
12	3	12	12
12	4	13	12
12	5	15	12
12	6	17	12
12	7	16	12
12	8	20	12
12	9	21	12
12	10	23	12
12	11	27	12
12	12	24	12
12	13	34	12
12	14	35	12
12	15	37	12
12	16	39	12
12	17	38	12
12	18	42	12
12	19	43	12
12	20	45	12
12	21	49	12
12	22	46	12
12	23	56	12
12	24	57	12
12	25	59	12
12	26	61	12
12	27	60	12
12	28	64	12
12	29	65	12
12	30	67	12
12	31	71	12
12	32	68	12
12	33	78	12
12	34	79	12
12	35	81	12
12	36	83	12
12	37	82	12
12	38	86	12
12	39	87	12
13	0	1	13
13	1	5	13
13	2	2	13
13	3	12	13
13	4	13	13
13	5	15	13
13	6	17	13
13	7	16	13
13	8	20	13
13	9	21	13
13	10	23	13
13	11	27	13
13	12	24	13
13	13	34	13
13	14	35	13
13	15	37	13
13	16	39	13
13	17	38	13
13	18	42	13
13	19	43	13
13	20	45	13
13	21	49	13
13	22	46	13
13	23	56	13
13	24	57	13
13	25	59	13
13	26	61	13
13	27	60	13
13	28	64	13
13	29	65	13
13	30	67	13
13	31	71	13
13	32	68	13
13	33	78	13
13	34	79	13
13	35	81	13
13	36	83	13
13	37	82	13
13	38	86	13
13	39	87	13
14	0	1	14
14	1	5	14
14	2	2	14
14	3	12	14
14	4	13	14
14	5	15	14
14	6	17	14
14	7	16	14
14	8	20	14
14	9	21	14
14	10	23	14
14	11	27	14
14	12	24	14
14	13	34	14
14	14	35	14
14	15	37	14
14	16	39	14
14	17	38	14
14	18	42	14
14	19	43	14
14	20	45	14
14	21	49	14
14	22	46	14
14	23	56	14
14	24	57	14
14	25	59	14
14	26	61	14
14	27	60	14
14	28	64	14
14	29	65	14
14	30	67	14
14	31	71	14
14	32	68	14
14	33	78	14
14	34	79	14
14	35	81	14
14	36	83	14
14	37	82	14
14	38	86	14
14	39	87	14
15	0	1	15
15	1	5	15
15	2	2	15
15	3	12	15
15	4	13	15
15	5	15	15
15	6	17	15
15	7	16	15
15	8	20	15
15	9	21	15
15	10	23	15
15	11	27	15
15	12	24	15
15	13	34	15
15	14	35	15
15	15	37	15
15	16	39	15
15	17	38	15
15	18	42	15
15	19	43	15
15	20	45	15
15	21	49	15
15	22	46	15
15	23	56	15
15	24	57	15
15	25	59	15
15	26	61	15
15	27	60	15
15	28	64	15
15	29	65	15
15	30	67	15
15	31	71	15
15	32	68	15
15	33	78	15
15	34	79	15
15	35	81	15
15	36	83	15
15	37	82	15
15	38	86	15
15	39	87	15
16	0	1	16
16	1	5	16
16	2	2	16
16	3	12	16
16	4	13	16
16	5	15	16
16	6	17	16
16	7	16	16
16	8	20	16
16	9	21	16
16	10	23	16
16	11	27	16
16	12	24	16
16	13	34	16
16	14	35	16
16	15	37	16
16	16	39	16
16	17	38	16
16	18	42	16
16	19	43	16
16	20	45	16
16	21	49	16
16	22	46	16
16	23	56	16
16	24	57	16
16	25	59	16
16	26	61	16
16	27	60	16
16	28	64	16
16	29	65	16
16	30	67	16
16	31	71	16
16	32	68	16
16	33	78	16
16	34	79	16
16	35	81	16
16	36	83	16
16	37	82	16
16	38	86	16
16	39	87	16
17	0	1	17
17	1	5	17
17	2	2	17
17	3	12	17
17	4	13	17
17	5	15	17
17	6	17	17
17	7	16	17
17	8	20	17
17	9	21	17
17	10	23	17
17	11	27	17
17	12	24	17
17	13	34	17
17	14	35	17
17	15	37	17
17	16	39	17
17	17	38	17
17	18	42	17
17	19	43	17
17	20	45	17
17	21	49	17
17	22	46	17
17	23	56	17
17	24	57	17
17	25	59	17
17	26	61	17
17	27	60	17
17	28	64	17
17	29	65	17
17	30	67	17
17	31	71	17
17	32	68	17
17	33	78	17
17	34	79	17
17	35	81	17
17	36	83	17
17	37	82	17
17	38	86	17
17	39	87	17
18	0	1	18
18	1	5	18
18	2	2	18
18	3	12	18
18	4	13	18
18	5	15	18
18	6	17	18
18	7	16	18
18	8	20	18
18	9	21	18
18	10	23	18
18	11	27	18
18	12	24	18
18	13	34	18
18	14	35	18
18	15	37	18
18	16	39	18
18	17	38	18
18	18	42	18
18	19	43	18
18	20	45	18
18	21	49	18
18	22	46	18
18	23	56	18
18	24	57	18
18	25	59	18
18	26	61	18
18	27	60	18
18	28	64	18
18	29	65	18
