workers=512
worker	slot	stage	logical_task
0	0	0	0
0	1	1	0
0	2	1	512
0	3	3	256
0	4	5	0
0	5	5	512
0	6	2	0
0	7	7	0
0	8	8	128
0	9	10	256
0	10	9	0
0	11	11	0
0	12	12	0
0	13	12	512
0	14	13	0
0	15	14	0
0	16	15	0
0	17	15	512
0	18	15	1024
0	19	17	0
0	20	17	512
0	21	17	1024
0	22	16	0
0	23	19	0
0	24	20	0
0	25	20	512
0	26	20	1024
0	27	21	0
0	28	22	0
0	29	23	0
0	30	23	512
0	31	25	256
0	32	27	0
0	33	27	512
0	34	24	0
0	35	29	0
0	36	30	128
0	37	32	256
0	38	31	0
0	39	33	0
0	40	34	0
0	41	34	512
0	42	35	0
0	43	36	0
0	44	37	0
0	45	37	512
0	46	37	1024
0	47	39	0
0	48	39	512
0	49	39	1024
0	50	38	0
0	51	41	0
0	52	42	0
0	53	42	512
0	54	42	1024
0	55	43	0
0	56	44	0
0	57	45	0
0	58	45	512
0	59	47	256
0	60	49	0
0	61	49	512
0	62	46	0
0	63	51	0
0	64	52	128
0	65	54	256
0	66	53	0
0	67	55	0
0	68	56	0
0	69	56	512
0	70	57	0
0	71	58	0
0	72	59	0
0	73	59	512
0	74	59	1024
0	75	61	0
0	76	61	512
0	77	61	1024
0	78	60	0
0	79	63	0
0	80	64	0
0	81	64	512
0	82	64	1024
0	83	65	0
0	84	66	0
0	85	67	0
0	86	67	512
0	87	69	256
0	88	71	0
0	89	71	512
0	90	68	0
0	91	73	0
0	92	74	128
0	93	76	256
0	94	75	0
0	95	77	0
0	96	78	0
0	97	78	512
0	98	79	0
0	99	80	0
0	100	81	0
0	101	81	512
0	102	81	1024
0	103	83	0
0	104	83	512
0	105	83	1024
0	106	82	0
0	107	85	0
0	108	86	0
0	109	86	512
0	110	86	1024
0	111	87	0
1	0	0	1
1	1	1	1
1	2	1	513
1	3	3	257
1	4	5	1
1	5	5	513
1	6	2	1
1	7	7	1
1	8	8	129
1	9	10	257
1	10	9	1
1	11	11	1
1	12	12	1
1	13	12	513
1	14	13	1
1	15	14	1
1	16	15	1
1	17	15	513
1	18	15	1025
1	19	17	1
1	20	17	513
1	21	17	1025
1	22	16	1
1	23	19	1
1	24	20	1
1	25	20	513
1	26	20	1025
1	27	21	1
1	28	22	1
1	29	23	1
1	30	23	513
1	31	25	257
1	32	27	1
1	33	27	513
1	34	24	1
1	35	29	1
1	36	30	129
1	37	32	257
1	38	31	1
1	39	33	1
1	40	34	1
1	41	34	513
1	42	35	1
1	43	36	1
1	44	37	1
1	45	37	513
1	46	37	1025
1	47	39	1
1	48	39	513
1	49	39	1025
1	50	38	1
1	51	41	1
1	52	42	1
1	53	42	513
1	54	42	1025
1	55	43	1
1	56	44	1
1	57	45	1
1	58	45	513
1	59	47	257
1	60	49	1
1	61	49	513
1	62	46	1
1	63	51	1
1	64	52	129
1	65	54	257
1	66	53	1
1	67	55	1
1	68	56	1
1	69	56	513
1	70	57	1
1	71	58	1
1	72	59	1
1	73	59	513
1	74	59	1025
1	75	61	1
1	76	61	513
1	77	61	1025
1	78	60	1
1	79	63	1
1	80	64	1
1	81	64	513
1	82	64	1025
1	83	65	1
1	84	66	1
1	85	67	1
1	86	67	513
1	87	69	257
1	88	71	1
1	89	71	513
1	90	68	1
1	91	73	1
1	92	74	129
1	93	76	257
1	94	75	1
1	95	77	1
1	96	78	1
1	97	78	513
1	98	79	1
1	99	80	1
1	100	81	1
1	101	81	513
1	102	81	1025
1	103	83	1
1	104	83	513
1	105	83	1025
1	106	82	1
1	107	85	1
1	108	86	1
1	109	86	513
1	110	86	1025
1	111	87	1
2	0	0	2
2	1	1	2
2	2	1	514
2	3	3	258
2	4	5	2
2	5	5	514
2	6	2	2
2	7	7	2
2	8	8	130
2	9	10	258
2	10	9	2
2	11	11	2
2	12	12	2
2	13	12	514
2	14	13	2
2	15	14	2
2	16	15	2
2	17	15	514
2	18	15	1026
2	19	17	2
2	20	17	514
2	21	17	1026
2	22	16	2
2	23	19	2
2	24	20	2
2	25	20	514
2	26	20	1026
2	27	21	2
2	28	22	2
2	29	23	2
2	30	23	514
2	31	25	258
2	32	27	2
2	33	27	514
2	34	24	2
2	35	29	2
2	36	30	130
2	37	32	258
2	38	31	2
2	39	33	2
2	40	34	2
2	41	34	514
2	42	35	2
2	43	36	2
2	44	37	2
2	45	37	514
2	46	37	1026
2	47	39	2
2	48	39	514
2	49	39	1026
2	50	38	2
2	51	41	2
2	52	42	2
2	53	42	514
2	54	42	1026
2	55	43	2
2	56	44	2
2	57	45	2
2	58	45	514
2	59	47	258
2	60	49	2
2	61	49	514
2	62	46	2
2	63	51	2
2	64	52	130
2	65	54	258
2	66	53	2
2	67	55	2
2	68	56	2
2	69	56	514
2	70	57	2
2	71	58	2
2	72	59	2
2	73	59	514
2	74	59	1026
2	75	61	2
2	76	61	514
2	77	61	1026
2	78	60	2
2	79	63	2
2	80	64	2
2	81	64	514
2	82	64	1026
2	83	65	2
2	84	66	2
2	85	67	2
2	86	67	514
2	87	69	258
2	88	71	2
2	89	71	514
2	90	68	2
2	91	73	2
2	92	74	130
2	93	76	258
2	94	75	2
2	95	77	2
2	96	78	2
2	97	78	514
2	98	79	2
2	99	80	2
2	100	81	2
2	101	81	514
2	102	81	1026
2	103	83	2
2	104	83	514
2	105	83	1026
2	106	82	2
2	107	85	2
2	108	86	2
2	109	86	514
2	110	86	1026
2	111	87	2
3	0	0	3
3	1	1	3
3	2	1	515
3	3	3	259
3	4	5	3
3	5	5	515
3	6	2	3
3	7	7	3
3	8	8	131
3	9	10	259
3	10	9	3
3	11	11	3
3	12	12	3
3	13	12	515
3	14	13	3
3	15	14	3
3	16	15	3
3	17	15	515
3	18	15	1027
3	19	17	3
3	20	17	515
3	21	17	1027
3	22	16	3
3	23	19	3
3	24	20	3
3	25	20	515
3	26	20	1027
3	27	21	3
3	28	22	3
3	29	23	3
3	30	23	515
3	31	25	259
3	32	27	3
3	33	27	515
3	34	24	3
3	35	29	3
3	36	30	131
3	37	32	259
3	38	31	3
3	39	33	3
3	40	34	3
3	41	34	515
3	42	35	3
3	43	36	3
3	44	37	3
3	45	37	515
3	46	37	1027
3	47	39	3
3	48	39	515
3	49	39	1027
3	50	38	3
3	51	41	3
3	52	42	3
3	53	42	515
3	54	42	1027
3	55	43	3
3	56	44	3
3	57	45	3
3	58	45	515
3	59	47	259
3	60	49	3
3	61	49	515
3	62	46	3
3	63	51	3
3	64	52	131
3	65	54	259
3	66	53	3
3	67	55	3
3	68	56	3
3	69	56	515
3	70	57	3
3	71	58	3
3	72	59	3
3	73	59	515
3	74	59	1027
3	75	61	3
3	76	61	515
3	77	61	1027
3	78	60	3
3	79	63	3
3	80	64	3
3	81	64	515
3	82	64	1027
3	83	65	3
3	84	66	3
3	85	67	3
3	86	67	515
3	87	69	259
3	88	71	3
3	89	71	515
3	90	68	3
3	91	73	3
3	92	74	131
3	93	76	259
3	94	75	3
3	95	77	3
3	96	78	3
3	97	78	515
3	98	79	3
3	99	80	3
3	100	81	3
3	101	81	515
3	102	81	1027
3	103	83	3
3	104	83	515
3	105	83	1027
3	106	82	3
3	107	85	3
3	108	86	3
3	109	86	515
3	110	86	1027
3	111	87	3
4	0	0	4
4	1	1	4
4	2	1	516
4	3	3	260
4	4	5	4
4	5	5	516
4	6	2	4
4	7	7	4
4	8	8	132
4	9	10	260
4	10	9	4
4	11	11	4
4	12	12	4
4	13	12	516
4	14	13	4
4	15	14	4
4	16	15	4
4	17	15	516
4	18	15	1028
4	19	17	4
4	20	17	516
4	21	17	1028
4	22	16	4
4	23	19	4
4	24	20	4
4	25	20	516
4	26	20	1028
4	27	21	4
4	28	22	4
4	29	23	4
4	30	23	516
4	31	25	260
4	32	27	4
4	33	27	516
4	34	24	4
4	35	29	4
4	36	30	132
4	37	32	260
4	38	31	4
4	39	33	4
4	40	34	4
4	41	34	516
4	42	35	4
4	43	36	4
4	44	37	4
4	45	37	516
4	46	37	1028
4	47	39	4
4	48	39	516
4	49	39	1028
4	50	38	4
4	51	41	4
4	52	42	4
4	53	42	516
4	54	42	1028
4	55	43	4
4	56	44	4
4	57	45	4
4	58	45	516
4	59	47	260
4	60	49	4
4	61	49	516
4	62	46	4
4	63	51	4
4	64	52	132
4	65	54	260
4	66	53	4
4	67	55	4
4	68	56	4
4	69	56	516
4	70	57	4
4	71	58	4
4	72	59	4
4	73	59	516
4	74	59	1028
4	75	61	4
4	76	61	516
4	77	61	1028
4	78	60	4
4	79	63	4
4	80	64	4
4	81	64	516
4	82	64	1028
4	83	65	4
4	84	66	4
4	85	67	4
4	86	67	516
4	87	69	260
4	88	71	4
4	89	71	516
4	90	68	4
4	91	73	4
4	92	74	132
4	93	76	260
4	94	75	4
4	95	77	4
4	96	78	4
4	97	78	516
4	98	79	4
4	99	80	4
4	100	81	4
4	101	81	516
4	102	81	1028
4	103	83	4
4	104	83	516
4	105	83	1028
4	106	82	4
4	107	85	4
4	108	86	4
4	109	86	516
4	110	86	1028
4	111	87	4
5	0	0	5
5	1	1	5
5	2	1	517
5	3	3	261
5	4	5	5
5	5	5	517
5	6	2	5
5	7	7	5
5	8	8	133
5	9	10	261
5	10	9	5
5	11	11	5
5	12	12	5
5	13	12	517
5	14	13	5
5	15	14	5
5	16	15	5
5	17	15	517
5	18	15	1029
5	19	17	5
5	20	17	517
5	21	17	1029
5	22	16	5
5	23	19	5
5	24	20	5
5	25	20	517
5	26	20	1029
5	27	21	5
5	28	22	5
5	29	23	5
5	30	23	517
5	31	25	261
5	32	27	5
5	33	27	517
5	34	24	5
5	35	29	5
5	36	30	133
5	37	32	261
5	38	31	5
5	39	33	5
5	40	34	5
5	41	34	517
5	42	35	5
5	43	36	5
5	44	37	5
5	45	37	517
5	46	37	1029
5	47	39	5
5	48	39	517
5	49	39	1029
5	50	38	5
5	51	41	5
5	52	42	5
5	53	42	517
5	54	42	1029
5	55	43	5
5	56	44	5
5	57	45	5
5	58	45	517
5	59	47	261
5	60	49	5
5	61	49	517
5	62	46	5
5	63	51	5
5	64	52	133
5	65	54	261
5	66	53	5
5	67	55	5
5	68	56	5
5	69	56	517
5	70	57	5
5	71	58	5
5	72	59	5
5	73	59	517
5	74	59	1029
5	75	61	5
5	76	61	517
5	77	61	1029
5	78	60	5
5	79	63	5
5	80	64	5
5	81	64	517
5	82	64	1029
5	83	65	5
5	84	66	5
5	85	67	5
5	86	67	517
5	87	69	261
5	88	71	5
5	89	71	517
5	90	68	5
5	91	73	5
5	92	74	133
5	93	76	261
5	94	75	5
5	95	77	5
5	96	78	5
5	97	78	517
5	98	79	5
5	99	80	5
5	100	81	5
5	101	81	517
5	102	81	1029
5	103	83	5
5	104	83	517
5	105	83	1029
5	106	82	5
5	107	85	5
5	108	86	5
5	109	86	517
5	110	86	1029
5	111	87	5
6	0	0	6
6	1	1	6
6	2	1	518
6	3	3	262
6	4	5	6
6	5	5	518
6	6	2	6
6	7	7	6
6	8	8	134
6	9	10	262
6	10	9	6
6	11	11	6
6	12	12	6
6	13	12	518
6	14	13	6
6	15	14	6
6	16	15	6
6	17	15	518
6	18	15	1030
6	19	17	6
6	20	17	518
6	21	17	1030
6	22	16	6
6	23	19	6
6	24	20	6
6	25	20	518
6	26	20	1030
6	27	21	6
6	28	22	6
6	29	23	6
6	30	23	518
6	31	25	262
6	32	27	6
6	33	27	518
6	34	24	6
6	35	29	6
6	36	30	134
6	37	32	262
6	38	31	6
6	39	33	6
6	40	34	6
6	41	34	518
6	42	35	6
6	43	36	6
6	44	37	6
6	45	37	518
6	46	37	1030
6	47	39	6
6	48	39	518
6	49	39	1030
6	50	38	6
6	51	41	6
6	52	42	6
6	53	42	518
6	54	42	1030
6	55	43	6
6	56	44	6
6	57	45	6
6	58	45	518
6	59	47	262
6	60	49	6
6	61	49	518
6	62	46	6
6	63	51	6
6	64	52	134
6	65	54	262
6	66	53	6
6	67	55	6
6	68	56	6
6	69	56	518
6	70	57	6
6	71	58	6
6	72	59	6
6	73	59	518
6	74	59	1030
6	75	61	6
6	76	61	518
6	77	61	1030
6	78	60	6
6	79	63	6
6	80	64	6
6	81	64	518
6	82	64	1030
6	83	65	6
6	84	66	6
6	85	67	6
6	86	67	518
6	87	69	262
6	88	71	6
6	89	71	518
6	90	68	6
6	91	73	6
6	92	74	134
6	93	76	262
6	94	75	6
6	95	77	6
6	96	78	6
6	97	78	518
6	98	79	6
6	99	80	6
6	100	81	6
6	101	81	518
6	102	81	1030
6	103	83	6
6	104	83	518
6	105	83	1030
6	106	82	6
6	107	85	6
6	108	86	6
6	109	86	518
6	110	86	1030
6	111	87	6
7	0	0	7
7	1	1	7
7	2	1	519
7	3	3	263
7	4	5	7
7	5	5	519
7	6	2	7
7	7	7	7
7	8	8	135
7	9	10	263
7	10	9	7
7	11	11	7
7	12	12	7
7	13	12	519
7	14	13	7
7	15	14	7
7	16	15	7
7	17	15	519
7	18	15	1031
7	19	17	7
7	20	17	519
7	21	17	1031
7	22	16	7
7	23	19	7
7	24	20	7
7	25	20	519
7	26	20	1031
7	27	21	7
7	28	22	7
7	29	23	7
7	30	23	519
7	31	25	263
7	32	27	7
7	33	27	519
7	34	24	7
7	35	29	7
7	36	30	135
7	37	32	263
7	38	31	7
7	39	33	7
7	40	34	7
7	41	34	519
7	42	35	7
7	43	36	7
7	44	37	7
7	45	37	519
7	46	37	1031
