key	grid	residency	level2_ns	simulated_ns	floor_ns	cp_ns	queue_ns	placed	affinity	home	spread_other	candidate_sum	transitions	adjacent_slots	interleaving
32x64x64s2k16;32x128x32s2k32;32x64x64s2k16;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;	384	3	4672394.7245557727	5622439.5278064646	4442534.1185974274	1421835.8148983216	4179356.651268783	132188	887	1277	130024	47998898	40114	131804	0.30434584686352462
