key	grid	residency	level2_ns	simulated_ns	floor_ns	cp_ns	queue_ns	placed	affinity	home	spread_other	candidate_sum	transitions	adjacent_slots	interleaving
32x64x64s2k8;32x32x32s2k16;32x16x64s2k4;32x16x64s2k4;32x16x64s2k4;32x16x64s2k4;	384	3	6103160.8722696165	7261454.5516925761	5845373.2721772566	1781175.8428886118	5843950.4469727939	161624	1637	34	159953	62063616	51272	161240	0.31798561151079136
