rank	key	pure_ns	eft_ns	pure_selected	moved_fraction
1	128x32x128s2k1;64x32x64s4k1;128x128x64s2k1;128x64x64s3k4;64x32x64s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=32	4.33478e+06	4.33478e+06	1	0.722694
2	128x32x128s2k1;64x32x64s5k1;128x128x64s2k1;128x64x64s3k4;64x32x64s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=32	4.33478e+06	4.33478e+06	1	0.722694
3	128x32x128s2k1;64x32x64s6k1;128x128x64s2k1;128x64x64s3k4;64x32x64s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=32	4.33478e+06	4.33478e+06	1	0.722694
4	128x32x128s2k1;64x32x64s7k1;128x128x64s2k1;128x64x64s3k4;64x32x64s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=32	4.33478e+06	4.33478e+06	1	0.722694
5	128x32x128s2k1;64x32x64s8k1;128x128x64s2k1;128x64x64s3k4;64x32x64s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=32	4.33478e+06	4.33478e+06	1	0.722694
6	128x32x128s2k1;64x32x128s3k1;128x128x64s2k1;128x64x64s3k4;64x32x64s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=32	4.33478e+06	4.33478e+06	1	0.722694
7	128x32x128s2k1;64x32x128s4k1;128x128x64s2k1;128x64x64s3k4;64x32x64s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=32	4.33478e+06	4.33478e+06	1	0.722694
8	128x32x128s2k1;64x64x128s3k1;128x128x64s2k1;128x64x64s3k4;64x32x64s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=32	4.33478e+06	4.33478e+06	1	0.976384
