slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794415307488256	1096501634046	1789794415307488256	1096501635201	1789794415307488256	1096501635201	1789794415307490304	1096501638818	1789794415307491328	1096501640650	1789794415307491328	1096501640781	0	0	0	0	101	8
1	0	32	16	32	1	3072	1789794415307492352	1096501645719	1789794415307493376	1096501648038	1789794415307494400	1096501648980	1789794415307501568	1096501667980	1789794415307502592	1096501670291	1789794415307502592	1096501670549	1096501649115	1096501667827	6010	16	0	0
2	2	0	0	0	1	0	1789794415307505664	1096501677160	1789794415307505664	1096501678520	1789794415307505664	1096501678520	1789794415307506688	1096501680467	1789794415307506688	1096501680499	1789794415307506688	1096501680629	0	0	0	0	0	0
3	3	0	0	0	1	0	1789794415307508736	1096501683919	1789794415307508736	1096501684868	1789794415307508736	1096501684868	1789794415307508736	1096501686156	1789794415307508736	1096501686187	1789794415307509760	1096501686509	0	0	0	0	0	0
4	5	0	0	0	1	0	1789794415307512832	1096501696108	1789794415307513856	1096501698025	1789794415307513856	1096501698025	1789794415307540480	1096501763642	1789794415307540480	1096501763673	1789794415307540480	1096501763806	0	0	0	0	56	2
5	0	32	16	32	1	3072	1789794415307545600	1096501776416	1789794415307546624	1096501778886	1789794415307546624	1096501780864	1789794415307557888	1096501809152	1789794415307559936	1096501813308	1789794415307559936	1096501813439	1096501780889	1096501809036	11952	16	0	0
6	1	0	0	0	1	0	1789794415307564032	1096501823403	1789794415307564032	1096501824193	1789794415307564032	1096501824193	1789794415307566080	1096501828336	1789794415307566080	1096501829671	1789794415307566080	1096501829804	0	0	0	0	91	8
7	0	32	16	32	1	3072	1789794415307569152	1096501836789	1789794415307570176	1096501839037	1789794415307570176	1096501839790	1789794415307579392	1096501861661	1789794415307580416	1096501864265	1789794415307580416	1096501864396	1096501840902	1096501861515	7294	16	0	0
8	4	0	0	0	1	0	1789794415307588608	1096501884876	1789794415307588608	1096501886010	1789794415307588608	1096501886010	1789794415307591680	1096501892948	1789794415307591680	1096501892979	1789794415307591680	1096501893117	0	0	0	0	0	0
9	0	32	16	32	1	3072	1789794415307593728	1096501899082	1789794415307594752	1096501901325	1789794415307595776	1096501902250	1789794415307609088	1096501937814	1789794415307611136	1096501941659	1789794415307611136	1096501941797	1096501902294	1096501937609	14816	32	0	0
10	1	0	0	0	1	0	1789794415307614208	1096501950408	1789794415307615232	1096501951806	1789794415307615232	1096501951806	1789794415307616256	1096501955106	1789794415307617280	1096501957038	1789794415307617280	1096501957169	0	0	0	0	89	8
11	0	32	16	32	1	3072	1789794415307619328	1096501961978	1789794415307620352	1096501964160	1789794415307620352	1096501965169	1789794415307627520	1096501982769	1789794415307628544	1096501984970	1789794415307628544	1096501985247	1096501965194	1096501982608	7845	16	0	0
12	2	0	0	0	1	0	1789794415307633664	1096501998260	1789794415307633664	1096501999392	1789794415307633664	1096501999392	1789794415307634688	1096502001009	1789794415307634688	1096502001080	1789794415307634688	1096502001209	0	0	0	0	0	0
13	3	0	0	0	1	0	1789794415307635712	1096502005090	1789794415307636736	1096502006745	1789794415307636736	1096502006745	1789794415307637760	1096502007899	1789794415307637760	1096502007929	1789794415307637760	1096502008064	0	0	0	0	0	0
14	5	0	0	0	1	0	1789794415307642880	1096502021006	1789794415307642880	1096502022925	1789794415307642880	1096502022925	1789794415307668480	1096502087432	1789794415307668480	1096502087462	1789794415307668480	1096502087612	0	0	0	0	52	2
15	0	32	16	32	1	3072	1789794415307674624	1096502101422	1789794415307675648	1096502104355	1789794415307675648	1096502105284	1789794415307684864	1096502127035	1789794415307685888	1096502130707	1789794415307685888	1096502130837	1096502105694	1096502126864	12007	16	0	0
16	1	0	0	0	1	0	1789794415307688960	1096502139028	1789794415307689984	1096502140633	1789794415307689984	1096502140633	1789794415307691008	1096502143632	1789794415307692032	1096502145475	1789794415307692032	1096502145609	0	0	0	0	91	8
17	0	32	16	32	1	3072	1789794415307695104	1096502153652	1789794415307696128	1096502155083	1789794415307696128	1096502155949	1789794415307703296	1096502174765	1789794415307705344	1096502177917	1789794415307705344	1096502178151	1096502156582	1096502174634	7746	16	0	0
18	4	0	0	0	1	0	1789794415307712512	1096502196211	1789794415307712512	1096502197484	1789794415307712512	1096502197484	1789794415307715584	1096502204246	1789794415307715584	1096502204276	1789794415307715584	1096502204405	0	0	0	0	0	0
19	0	32	16	32	1	3072	1789794415307717632	1096502209325	1789794415307718656	1096502211581	1789794415307718656	1096502212450	1789794415307731968	1096502246105	1789794415307734016	1096502250007	1789794415307734016	1096502250361	1096502212522	1096502245941	14384	32	0	0
20	1	0	0	0	1	0	1789794415307488256	1096501634103	1789794415307488256	1096501635265	1789794415307488256	1096501635265	1789794415307490304	1096501638639	1789794415307490304	1096501640418	1789794415307490304	1096501640561	0	0	0	0	93	8
21	0	32	16	32	1	3072	1789794415307493376	1096501645883	1789794415307493376	1096501648104	1789794415307494400	1096501649037	1789794415307501568	1096501668243	1789794415307502592	1096501670335	1789794415307502592	1096501670552	1096501649515	1096501668091	6143	16	0	0
22	2	0	0	0	1	0	1789794415307505664	1096501677255	1789794415307505664	1096501678568	1789794415307505664	1096501678568	1789794415307506688	1096501680493	1789794415307506688	1096501680528	1789794415307506688	1096501680658	0	0	0	0	0	0
23	3	0	0	0	1	0	1789794415307507712	1096501683872	1789794415307508736	1096501685077	1789794415307508736	1096501685077	1789794415307508736	1096501685924	1789794415307508736	1096501685954	1789794415307508736	1096501686094	0	0	0	0	0	0
24	5	0	0	0	1	0	1789794415307512832	1096501696118	1789794415307513856	1096501698103	1789794415307513856	1096501698103	1789794415307540480	1096501763648	1789794415307540480	1096501763678	1789794415307540480	1096501763810	0	0	0	0	55	2
25	0	32	16	32	1	3072	1789794415307544576	1096501775563	1789794415307546624	1096501778958	1789794415307546624	1096501780888	1789794415307557888	1096501809358	1789794415307559936	1096501813083	1789794415307559936	1096501813258	1096501780933	1096501809211	9971	16	0	0
26	1	0	0	0	1	0	1789794415307563008	1096501822064	1789794415307564032	1096501823401	1789794415307564032	1096501823401	1789794415307565056	1096501827574	1789794415307566080	1096501829673	1789794415307566080	1096501829807	0	0	0	0	90	8
27	0	32	16	32	1	3072	1789794415307570176	1096501838136	1789794415307570176	1096501840395	1789794415307571200	1096501840985	1789794415307579392	1096501862152	1789794415307580416	1096501864266	1789794415307580416	1096501864399	1096501841720	1096501861900	7404	16	0	0
28	4	0	0	0	1	0	1789794415307588608	1096501884885	1789794415307588608	1096501886008	1789794415307588608	1096501886008	1789794415307591680	1096501893066	1789794415307591680	1096501893096	1789794415307591680	1096501893263	0	0	0	0	0	0
