slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations
0	1	0	0	0	1	0	1789572713710278656	52838228780301	1789572713710278656	52838228781499	1789572713710278656	52838228781499	1789572713710279680	52838228784011	1789572713710280704	52838228785791	1789572713710280704	52838228785931	0	0	0	0
1	0	32	16	32	1	3072	1789572713710282752	52838228791188	1789572713710283776	52838228793434	1789572713710283776	52838228794340	1789572713710291968	52838228813302	1789572713710292992	52838228815918	1789572713710292992	52838228816057	52838228794567	52838228813168	6084	16
2	2	0	0	0	1	0	1789572713710295040	52838228822334	1789572713710296064	52838228823454	1789572713710296064	52838228823454	1789572713710297088	52838228825137	1789572713710297088	52838228825167	1789572713710297088	52838228825300	0	0	0	0
3	3	0	0	0	1	0	1789572713710298112	52838228828985	1789572713710298112	52838228830035	1789572713710298112	52838228830035	1789572713710299136	52838228831064	1789572713710299136	52838228831096	1789572713710299136	52838228831227	0	0	0	0
4	5	0	0	0	1	0	1789572713710302208	52838228840544	1789572713710303232	52838228842487	1789572713710303232	52838228842487	1789572713710328832	52838228906937	1789572713710328832	52838228906967	1789572713710328832	52838228907098	0	0	0	0
5	0	32	16	32	1	3072	1789572713710333952	52838228919808	1789572713710336000	52838228922757	1789572713710336000	52838228924546	1789572713710347264	52838228951992	1789572713710348288	52838228955487	1789572713710348288	52838228955622	52838228924574	52838228951847	11654	16
6	1	0	0	0	1	0	1789572713710352384	52838228966554	1789572713710353408	52838228967690	1789572713710353408	52838228967690	1789572713710354432	52838228970983	1789572713710355456	52838228971748	1789572713710355456	52838228971896	0	0	0	0
7	0	32	16	32	1	3072	1789572713710357504	52838228979424	1789572713710358528	52838228981676	1789572713710359552	52838228982614	1789572713710367744	52838229004040	1789572713710368768	52838229006240	1789572713710368768	52838229006799	52838228983391	52838229003910	6535	16
8	4	0	0	0	1	0	1789572713710376960	52838229027651	1789572713710377984	52838229029002	1789572713710377984	52838229029002	1789572713710380032	52838229035648	1789572713710380032	52838229035679	1789572713710380032	52838229035809	0	0	0	0
9	0	32	16	32	1	3072	1789572713710383104	52838229041300	1789572713710383104	52838229043729	1789572713710384128	52838229044579	1789572713710398464	52838229080886	1789572713710400512	52838229085365	1789572713710400512	52838229085495	52838229044740	52838229080670	15533	32
10	1	0	0	0	1	0	1789572713710403584	52838229094450	1789572713710404608	52838229095791	1789572713710404608	52838229095791	1789572713710405632	52838229098336	1789572713710405632	52838229100382	1789572713710405632	52838229100512	0	0	0	0
11	0	32	16	32	1	3072	1789572713710407680	52838229105577	1789572713710408704	52838229107791	1789572713710409728	52838229108719	1789572713710415872	52838229125825	1789572713710416896	52838229128173	1789572713710416896	52838229128359	52838229108761	52838229125584	7028	16
12	2	0	0	0	1	0	1789572713710422016	52838229141167	1789572713710423040	52838229142415	1789572713710423040	52838229142415	1789572713710423040	52838229144298	1789572713710423040	52838229144329	1789572713710424064	52838229144464	0	0	0	0
13	3	0	0	0	1	0	1789572713710425088	52838229147843	1789572713710426112	52838229149976	1789572713710426112	52838229149976	1789572713710426112	52838229150981	1789572713710426112	52838229151011	1789572713710426112	52838229151396	0	0	0	0
14	5	0	0	0	1	0	1789572713710431232	52838229163823	1789572713710432256	52838229165084	1789572713710432256	52838229165084	1789572713710456832	52838229228481	1789572713710456832	52838229228511	1789572713710456832	52838229228669	0	0	0	0
15	0	32	16	32	1	3072	1789572713710462976	52838229242990	1789572713710464000	52838229246226	1789572713710464000	52838229247091	1789572713710473216	52838229268916	1789572713710474240	52838229272539	1789572713710474240	52838229272829	52838229247621	52838229268751	12444	16
16	1	0	0	0	1	0	1789572713710478336	52838229282348	1789572713710478336	52838229283499	1789572713710478336	52838229283499	1789572713710479360	52838229285765	1789572713710480384	52838229287011	1789572713710480384	52838229287156	0	0	0	0
17	0	32	16	32	1	3072	1789572713710482432	52838229293797	1789572713710483456	52838229296021	1789572713710484480	52838229297114	1789572713710491648	52838229314976	1789572713710492672	52838229317668	1789572713710492672	52838229317839	52838229297316	52838229314819	6557	16
18	4	0	0	0	1	0	1789572713710500864	52838229337550	1789572713710500864	52838229338814	1789572713710500864	52838229338814	1789572713710503936	52838229345492	1789572713710503936	52838229345523	1789572713710503936	52838229345653	0	0	0	0
19	0	32	16	32	1	3072	1789572713710505984	52838229350499	1789572713710505984	52838229352719	1789572713710507008	52838229353620	1789572713710520320	52838229386970	1789572713710521344	52838229390116	1789572713710521344	52838229390303	52838229353696	52838229386723	14297	32
20	1	0	0	0	1	0	1789572713710278656	52838228780358	1789572713710278656	52838228781476	1789572713710278656	52838228781476	1789572713710279680	52838228784039	1789572713710280704	52838228785785	1789572713710280704	52838228785921	0	0	0	0
21	0	32	16	32	1	3072	1789572713710282752	52838228791297	1789572713710283776	52838228793510	1789572713710283776	52838228794494	1789572713710291968	52838228813530	1789572713710292992	52838228815718	1789572713710292992	52838228815880	52838228794894	52838228813415	6166	16
22	2	0	0	0	1	0	1789572713710295040	52838228822378	1789572713710296064	52838228823464	1789572713710296064	52838228823464	1789572713710297088	52838228825502	1789572713710297088	52838228825532	1789572713710297088	52838228825958	0	0	0	0
23	3	0	0	0	1	0	1789572713710298112	52838228828957	1789572713710298112	52838228830078	1789572713710298112	52838228830078	1789572713710299136	52838228831071	1789572713710299136	52838228831104	1789572713710299136	52838228831240	0	0	0	0
24	5	0	0	0	1	0	1789572713710302208	52838228840514	1789572713710303232	52838228842528	1789572713710303232	52838228842528	1789572713710328832	52838228906981	1789572713710328832	52838228907011	1789572713710328832	52838228907151	0	0	0	0
25	0	32	16	32	1	3072	1789572713710333952	52838228919800	1789572713710336000	52838228922789	1789572713710336000	52838228924571	1789572713710347264	52838228952285	1789572713710348288	52838228955860	1789572713710348288	52838228955992	52838228924594	52838228952104	10461	16
26	1	0	0	0	1	0	1789572713710352384	52838228965201	1789572713710352384	52838228966497	1789572713710352384	52838228966497	1789572713710354432	52838228969478	1789572713710354432	52838228971618	1789572713710354432	52838228971756	0	0	0	0
27	0	32	16	32	1	3072	1789572713710358528	52838228980355	1789572713710358528	52838228981997	1789572713710359552	52838228982830	1789572713710368768	52838229005437	1789572713710368768	52838229006814	1789572713710368768	52838229006955	52838228983889	52838229005332	6652	16
28	4	0	0	0	1	0	1789572713710376960	52838229027733	1789572713710377984	52838229028996	1789572713710377984	52838229028996	1789572713710381056	52838229036231	1789572713710381056	52838229036263	1789572713710381056	52838229036435	0	0	0	0
29	0	32	16	32	1	3072	1789572713710383104	52838229041786	1789572713710383104	52838229043784	1789572713710384128	52838229044730	1789572713710398464	52838229081581	1789572713710400512	52838229085426	1789572713710400512	52838229085556	52838229044898	52838229081414	15099	32
30	1	0	0	0	1	0	1789572713710403584	52838229094507	1789572713710404608	52838229095782	1789572713710404608	52838229095782	1789572713710405632	52838229098297	1789572713710405632	52838229100126	1789572713710405632	52838229100260	0	0	0	0
31	0	32	16	32	1	3072	1789572713710407680	52838229105640	1789572713710408704	52838229107861	1789572713710409728	52838229109213	1789572713710416896	52838229126680	1789572713710416896	52838229128196	1789572713710416896	52838229128369	52838229109238	52838229126414	6127	16
32	2	0	0	0	1	0	1789572713710422016	52838229141248	1789572713710423040	52838229142414	1789572713710423040	52838229142414	1789572713710424064	52838229144447	1789572713710424064	52838229144477	1789572713710424064	52838229144608	0	0	0	0
33	3	0	0	0	1	0	1789572713710425088	52838229147836	1789572713710426112	52838229149977	1789572713710426112	52838229149977	1789572713710426112	52838229151036	1789572713710426112	52838229151066	1789572713710426112	52838229151398	0	0	0	0
34	5	0	0	0	1	0	1789572713710431232	52838229163835	1789572713710432256	52838229165564	1789572713710432256	52838229165564	1789572713710456832	52838229228532	1789572713710456832	52838229228562	1789572713710456832	52838229228702	0	0	0	0
35	0	32	16	32	1	3072	1789572713710462976	52838229242831	1789572713710464000	52838229246289	1789572713710464000	52838229247334	1789572713710473216	52838229269498	1789572713710474240	52838229272603	1789572713710474240	52838229272827	52838229247810	52838229269374	11663	16
